gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalExperience,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalExperience,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin
4522124566,1,33,3,0,6,10,0,0,0,6.8,17223,45,-1020,493,20.8,1651.5,18,3,9,13,0,0,0,6.6,16730,36,19.7,1753.5
4523978853,0,17,1,0,4,4,0,0,0,6.2,16047,44,-2472,-1067,20.4,1541.5,19,2,8,13,1,0,0,7.0,17114,36,22.1,1788.7
4507834811,1,18,1,0,8,9,1,0,0,7.0,17854,44,1260,-55,20.9,1717.8,10,3,6,3,0,0,0,6.8,17909,36,23.3,1591.8
4501319968,0,19,3,1,7,9,0,0,0,7.0,18982,61,1857,2015,22.8,1722.6,14,4,4,2,1,0,0,6.6,16967,49,20.2,1536.9
4519148589,0,105,5,1,8,13,1,0,0,6.8,17436,53,1320,-413,21.7,1747.4,65,3,6,11,0,0,0,6.8,17849,40,22.3,1615.4
4484877784,0,18,5,0,3,2,1,0,0,6.8,17974,52,-3282,-1647,23.3,1490.5,18,3,8,12,0,0,0,7.4,19621,52,22.5,1818.7
4466931235,1,22,7,1,9,10,1,0,0,7.0,18076,40,2883,2111,22.8,1813.2,21,4,4,2,0,0,0,6.2,15965,36,22.7,1524.9
4524189570,1,17,4,1,5,6,1,1,0,6.8,17406,51,1703,1696,21.8,1605.3,15,2,2,2,0,0,0,6.4,15710,48,20.6,1435.0
4503380070,0,12,3,0,6,7,0,0,0,6.8,16989,32,608,-85,20.3,1643.8,19,2,4,4,1,0,0,6.8,17074,44,20.6,1583.0
4497858921,0,15,2,1,5,4,0,0,0,6.8,16355,45,71,-359,20.1,1563.4,14,1,4,4,1,0,0,6.8,16714,38,22.2,1556.3
4509242024,1,40,2,0,6,4,0,0,0,7.4,19076,56,275,872,20.4,1608.5,15,1,4,5,1,0,0,7.2,18204,62,22.3,1581.0
4524296550,0,24,3,0,3,6,0,0,0,6.8,17082,52,-809,638,23.5,1498.1,17,2,4,7,1,1,0,6.8,16444,50,21.8,1579.0
4516034199,0,12,4,0,2,2,1,0,0,7.2,19276,84,-2771,-1125,21.7,1542.1,14,2,8,5,0,0,0,7.4,20401,64,23.4,1819.2
4504386463,0,20,2,1,5,4,0,1,0,6.8,17716,48,-1730,-1236,20.3,1566.5,40,4,6,6,1,0,0,7.0,18952,67,21.4,1739.5
4523799496,0,11,3,0,7,5,0,1,0,7.2,19609,68,-904,1377,23.4,1752.8,18,1,9,9,1,0,0,7.0,18232,40,22.7,1843.2
4379931850,0,18,2,0,3,3,0,1,0,6.6,16832,48,-1683,-1363,21.3,1503.2,36,3,6,6,1,0,0,7.0,18195,44,23.6,1671.5
4523858150,0,28,3,0,4,3,0,0,0,6.8,17362,48,-3025,-1833,22.2,1548.3,41,0,11,16,1,0,0,7.2,19195,39,21.3,1850.8
4459778854,1,36,1,0,10,12,0,0,0,7.4,20118,44,3004,2300,23.1,1922.6,16,2,6,7,0,0,0,7.0,17818,39,18.5,1622.2
4499523222,1,18,3,0,9,14,1,0,0,6.8,17806,36,1574,761,20.4,1694.5,17,2,6,6,0,0,0,6.8,17045,54,19.4,1537.1
4477029310,1,12,2,1,5,3,0,0,0,6.6,16493,16,-1036,-1423,23.3,1500.0,19,1,5,4,0,0,0,7.0,17916,44,22.1,1603.6
4525037711,0,18,4,1,3,2,0,1,0,7.4,19090,60,16,433,25.2,1588.8,39,4,4,2,1,0,0,7.0,18657,49,24.3,1587.2
4459414345,0,41,0,0,1,0,0,0,0,6.4,15498,32,-6386,-4210,18.7,1292.5,12,1,10,6,0,1,1,7.2,19708,56,24.7,1931.1
4505664040,1,14,4,1,11,9,0,0,0,7.6,19703,48,5096,3310,25.1,1925.0,15,3,2,2,0,0,0,6.4,16393,53,19.6,1415.4
4439587692,1,19,1,1,8,5,1,0,1,7.0,18790,54,2756,1683,21.8,1835.5,13,5,4,5,0,0,0,6.8,17107,57,20.0,1559.9
4508000311,1,15,2,0,2,2,0,1,0,6.6,16429,44,-977,-1025,18.0,1397.8,12,4,3,1,0,0,0,6.8,17454,56,21.8,1495.5
4513365614,0,16,1,0,5,8,0,0,0,6.8,17366,56,-808,-1655,20.6,1585.1,38,6,5,6,0,0,0,7.2,19021,44,24.1,1665.9
4473252742,0,14,0,0,7,5,0,0,0,6.6,17408,50,-1559,-407,20.9,1647.4,22,4,9,13,1,0,0,6.8,17815,53,20.6,1803.3
4438138890,1,18,0,0,6,6,0,0,0,7.0,18284,49,544,75,21.3,1659.0,12,1,8,7,0,0,0,7.0,18209,44,18.2,1604.6
4467008289,1,22,4,1,5,2,1,1,0,7.0,18634,53,1381,1017,21.7,1573.7,16,3,2,1,0,0,0,7.0,17617,60,21.2,1435.6
4492625917,1,37,2,1,5,5,0,0,0,7.4,19634,54,2031,1449,24.8,1699.0,15,1,3,5,1,0,0,7.0,18185,68,21.0,1495.9
4502901044,0,14,4,0,3,2,1,0,0,7.0,19210,56,131,370,24.6,1529.7,20,2,3,1,0,0,0,7.2,18840,64,22.7,1516.6
4467732013,0,16,2,0,4,4,0,1,0,7.0,17696,53,-2699,-2749,22.4,1565.1,30,2,10,11,1,0,0,7.4,20445,54,20.1,1835.0
4514402510,0,17,0,1,5,7,1,0,0,6.8,16746,63,-1672,-2698,18.1,1558.7,14,0,7,6,0,0,0,7.4,19444,76,21.8,1725.9
4521277262,1,19,3,1,10,11,1,0,0,7.2,18131,42,1201,316,21.3,1777.7,18,4,6,5,0,0,0,6.8,17815,44,23.4,1657.6
4521752962,1,29,3,1,7,5,1,1,0,7.0,18407,55,-108,59,22.2,1642.6,14,4,5,4,0,0,0,6.8,18348,44,24.7,1653.4
4514070165,0,12,0,0,10,11,0,0,1,7.2,19575,58,4633,2269,23.6,2027.8,20,1,7,6,1,0,0,6.6,17306,45,18.2,1564.5
4525056568,0,18,4,0,2,0,0,0,0,6.6,16437,62,-2262,-1391,19.1,1379.1,18,3,7,4,1,0,0,6.8,17828,48,21.8,1605.3
4521255103,0,24,3,0,6,5,0,0,0,7.0,17667,70,-49,500,20.8,1650.5,17,2,7,10,1,0,0,6.8,17167,45,20.7,1655.4
4510728488,1,18,2,1,6,4,1,0,0,7.2,19610,54,1687,1089,22.9,1727.7,36,3,4,5,0,1,0,7.2,18521,56,23.2,1559.0
4516919746,1,122,3,1,9,10,1,1,0,7.2,19659,68,3933,2922,22.9,1826.9,14,3,1,1,0,0,0,6.4,16737,40,23.3,1433.6
4499868617,0,12,4,0,4,3,1,0,0,6.6,15959,41,-4061,-4397,20.3,1416.6,16,2,10,6,0,0,0,7.4,20356,72,22.4,1822.7
4514234813,0,52,2,0,6,7,0,0,0,6.6,16280,42,-4920,-3280,18.8,1545.6,15,1,12,11,0,1,1,7.4,19560,62,24.0,2037.6
4513591449,0,19,2,0,4,2,0,0,0,7.0,17773,52,-1705,-1839,21.0,1518.0,11,4,5,1,0,0,0,7.2,19612,62,22.7,1688.5
4471416203,0,32,4,1,7,8,1,0,0,6.8,16814,46,105,-1547,21.2,1617.9,24,5,8,5,0,1,0,7.0,18361,42,20.0,1607.4
4521227315,1,14,0,0,3,3,0,0,0,7.0,18490,57,-554,521,23.3,1602.6,11,1,5,6,1,0,0,6.8,17969,44,23.4,1658.0
4424144387,0,19,5,1,4,4,0,0,0,6.8,17145,53,-1037,-1577,19.8,1485.0,18,4,5,5,1,0,0,7.0,18722,44,24.1,1588.7
4517806218,0,16,2,1,9,7,0,1,0,7.0,18573,62,-1144,480,20.2,1734.7,13,5,8,11,1,0,1,7.0,18093,45,19.9,1849.1
4479974478,1,36,0,1,5,6,0,0,0,6.8,17591,32,1173,953,20.0,1588.7,12,1,4,3,1,0,0,6.6,16638,63,18.6,1471.4
4423018162,0,18,2,1,8,11,0,0,0,7.0,19449,44,3194,2534,23.2,1739.9,13,3,2,2,1,0,0,6.6,16915,51,20.8,1420.5
4518401885,0,13,3,1,2,1,1,0,0,6.6,16629,38,-2622,-1136,20.4,1382.8,12,0,7,7,0,0,0,6.8,17765,36,19.2,1645.0
4525208730,1,15,3,1,6,4,1,0,0,7.2,19110,52,1151,470,24.2,1664.5,15,2,4,3,0,1,0,7.0,18640,50,20.5,1549.4
4512774492,1,50,4,1,6,8,1,1,0,6.8,17200,52,1463,1490,20.0,1624.8,48,2,4,8,0,0,0,6.6,15710,52,16.9,1478.5
4522772001,0,14,2,0,4,1,0,0,0,7.0,18337,52,-1038,-1307,22.1,1531.0,15,2,6,5,1,1,0,7.2,19644,66,22.6,1634.8
4464439713,1,17,2,1,8,7,0,1,0,6.6,17242,40,1424,1060,21.2,1678.4,13,4,4,5,0,0,0,6.4,16182,61,18.0,1536.0
4479823004,1,18,1,0,13,18,1,0,0,7.4,18951,44,527,721,23.2,1903.2,12,4,9,5,0,0,0,7.0,18230,63,21.6,1850.5
4507330276,0,17,5,0,7,12,0,0,0,7.2,18342,46,1807,932,24.2,1751.8,52,4,6,9,1,1,0,6.8,17410,60,19.8,1571.1
4447392049,0,43,6,1,11,12,0,1,0,7.4,20326,43,2856,1262,25.6,1897.6,16,0,4,6,1,0,0,7.2,19064,72,21.0,1612.0
4521089901,0,12,1,0,6,10,1,0,0,6.6,16617,56,-964,-2454,20.4,1614.3,13,1,6,3,0,1,0,7.0,19071,56,24.1,1710.7
4427944005,0,20,2,0,7,6,0,1,0,7.0,17111,51,-178,524,19.9,1586.8,42,7,8,6,1,0,0,6.8,16587,47,17.8,1604.6
4509784380,1,18,3,0,9,7,1,0,0,7.0,18162,41,705,192,23.5,1797.7,16,0,8,8,0,0,0,7.0,17970,44,20.7,1727.2
4524411421,1,16,0,0,10,14,1,0,0,7.0,18159,55,908,306,20.8,1813.8,15,1,10,16,0,0,0,7.0,17853,44,21.0,1723.0
4519898107,1,14,2,0,7,12,1,1,0,7.2,19864,68,3558,3243,26.1,1802.5,25,0,2,3,0,0,0,6.8,16621,56,22.0,1446.7
4517633575,0,12,6,0,1,0,0,0,0,6.8,17769,56,-1299,-49,24.1,1462.5,53,1,6,3,1,0,0,7.0,17818,47,21.8,1592.4
4521948875,1,16,4,0,5,7,1,0,0,6.6,17113,48,-1763,-1864,20.1,1575.2,19,2,8,6,0,0,0,7.2,18977,40,24.8,1751.5
4509102299,1,15,0,0,10,12,0,0,0,7.4,19565,64,2547,2189,23.2,1848.0,12,1,4,4,0,0,0,6.6,17376,41,24.7,1593.3
4525041896,0,13,3,0,3,2,1,0,0,6.6,16206,53,-3685,-3119,21.0,1499.5,20,3,10,13,0,1,0,7.4,19325,67,20.0,1868.0
4515706467,0,83,13,1,7,3,0,0,0,6.4,15827,25,-3689,-4682,19.4,1565.5,35,2,11,7,1,0,0,7.2,20509,59,21.6,1934.4
4476006621,0,17,4,1,3,2,0,0,0,7.2,18590,73,-764,803,23.6,1556.2,33,4,5,6,1,1,0,6.8,17787,46,23.3,1632.6
4499940691,1,16,3,1,9,5,0,0,0,7.2,19137,51,3037,2694,22.3,1713.9,14,2,2,2,1,0,0,6.6,16443,41,21.3,1410.2
4426644547,1,14,4,1,7,6,0,0,1,7.2,18820,62,3545,2162,25.7,1922.9,19,3,7,10,1,0,0,6.6,16658,36,14.5,1568.4
4525072812,0,14,2,0,7,10,1,0,0,7.2,19060,48,-1031,-394,20.9,1697.2,16,4,7,7,0,0,0,7.4,19454,60,25.5,1800.3
4524217548,0,17,1,0,5,6,0,0,0,7.0,18383,59,-1796,-749,21.3,1624.9,16,2,10,15,1,0,0,7.0,19132,44,21.4,1804.5
4499622849,1,16,6,1,5,9,0,0,0,6.8,17645,37,1626,747,24.7,1641.5,17,2,4,5,1,0,0,7.0,16898,51,20.3,1478.9
4499844894,1,40,1,0,6,10,0,1,0,7.2,19837,70,832,1330,25.0,1801.2,12,1,8,11,1,0,0,7.0,18507,48,18.6,1718.0
4460534353,1,16,0,0,11,11,1,1,0,7.4,20668,52,2750,2647,24.2,1929.4,14,2,6,9,0,0,0,7.0,18021,52,20.3,1654.4
4495269641,0,16,1,0,5,4,0,1,0,6.8,17243,28,-1524,-827,22.7,1538.3,11,3,8,11,0,0,0,7.0,18070,39,18.6,1690.7
4524995677,0,16,4,1,6,2,1,0,0,6.6,17401,53,-1370,-875,22.4,1577.7,20,2,8,9,0,0,0,7.0,18276,36,21.0,1714.7
4464596479,0,14,3,0,4,4,0,0,0,6.6,17323,43,-1506,-412,20.9,1480.5,17,3,6,7,1,0,0,7.0,17735,44,23.1,1631.1
4452452649,0,13,5,0,6,2,0,0,0,6.6,16787,52,-1101,-718,19.9,1524.4,17,4,7,5,1,1,0,7.0,17505,40,21.2,1634.5
4420481816,0,18,4,0,8,7,0,1,0,7.2,19195,44,2774,2207,25.2,1757.4,15,4,3,2,1,0,0,6.6,16988,47,22.5,1480.0
4412895789,0,24,0,0,8,9,0,0,0,7.0,17831,44,-1806,-588,22.2,1665.5,13,3,11,13,1,1,0,7.0,18419,55,21.5,1846.1
4525114135,0,12,5,0,6,8,1,0,0,7.0,18370,44,1265,1248,24.8,1685.5,16,5,4,4,0,1,0,6.8,17122,52,20.7,1559.0
4496624699,1,17,3,0,6,4,0,0,0,6.6,16995,46,-4443,-4140,20.0,1578.6,16,3,14,9,1,0,0,7.6,21135,66,22.7,2022.9
4522663961,0,19,3,0,3,1,0,0,0,7.2,19080,59,-927,967,23.3,1514.3,16,4,5,7,1,0,0,7.0,18113,48,21.6,1607.0
4522251387,1,12,3,1,9,9,0,0,0,7.0,18904,36,1425,728,22.1,1730.9,14,2,5,3,1,1,0,6.8,18176,44,20.8,1588.4
4472377536,1,14,3,0,6,6,1,0,0,7.4,19684,60,1177,1161,21.1,1641.6,14,0,4,2,0,0,0,7.0,18523,71,20.4,1523.9
4466226469,1,19,2,1,2,2,1,0,0,7.0,17812,64,-1586,410,23.1,1522.2,17,5,7,14,0,1,0,6.8,17402,64,21.1,1680.8
4473936532,0,16,2,0,5,3,1,1,0,6.8,17629,44,-2896,-2081,23.2,1552.6,15,2,10,6,0,0,0,7.4,19710,76,23.6,1842.2
4524445302,1,18,1,0,12,10,0,0,0,6.4,15938,48,905,1054,14.3,1759.7,12,3,9,9,0,0,0,6.2,14884,40,18.1,1669.2
4459740551,0,17,1,1,9,17,0,0,0,6.2,14815,29,-3887,-3392,18.7,1683.4,31,1,17,21,0,0,0,7.0,18207,40,21.1,2072.1
4463542711,1,32,2,1,12,12,1,0,0,7.2,19575,47,3413,2984,20.2,1905.8,16,2,6,7,0,0,0,6.6,16591,39,21.0,1564.5
4508629003,0,16,2,1,7,5,1,1,0,7.0,18034,48,-256,-1580,22.8,1680.6,34,2,9,7,0,0,0,7.4,19614,52,23.0,1706.2
4475094281,1,19,5,1,7,7,0,0,0,6.8,17554,44,-1820,-1412,22.7,1664.3,17,7,10,11,0,0,0,7.2,18966,45,23.1,1846.3
4513430767,1,14,1,1,6,12,1,0,0,6.8,17737,39,625,-534,22.4,1618.9,102,1,4,4,0,0,0,7.0,18271,48,21.7,1556.4
4508634893,0,12,2,0,2,1,0,0,0,6.8,17286,60,-3628,-2009,19.6,1409.5,14,2,6,4,1,0,0,7.0,19295,60,26.6,1772.3
4522792360,0,30,6,1,5,7,0,1,0,6.8,17544,67,769,480,21.7,1680.4,16,4,5,6,1,0,0,6.4,17064,54,23.3,1603.5
4507927084,0,18,5,0,8,8,1,0,0,7.0,18192,43,-576,-682,22.9,1730.5,18,3,8,6,0,1,0,7.0,18874,66,19.8,1788.1
4522505411,0,14,16,0,3,2,0,0,0,6.4,16806,40,-3900,-3550,21.3,1453.9,42,2,9,8,1,0,0,7.6,20356,51,25.5,1843.9
4454104215,1,14,2,0,9,10,1,0,0,7.0,18299,43,-7,-231,19.2,1753.0,19,2,8,8,0,1,0,7.2,18530,60,20.9,1753.7
4516166112,1,13,6,1,10,10,0,0,0,7.2,19562,44,1683,1433,20.7,1843.1,14,3,7,5,1,0,0,7.0,18129,56,23.1,1674.8
4454239214,0,16,4,0,3,2,0,0,0,6.8,16550,40,-4782,-3408,19.3,1403.2,17,8,10,11,1,0,0,7.4,19958,51,24.5,1881.4
4517801069,1,38,3,1,9,11,1,0,0,7.0,17810,40,636,-214,20.5,1786.9,14,1,7,9,0,0,0,6.8,18024,48,21.5,1723.3
4518738712,1,40,1,0,7,6,1,0,0,6.2,16174,37,-3421,-2624,18.3,1597.4,13,4,14,12,0,0,0,7.2,18798,49,21.9,1939.5
4497571086,1,18,5,0,5,6,1,0,0,7.2,18920,61,976,1599,24.0,1610.8,39,3,3,5,0,0,0,6.8,17321,42,23.0,1513.2
4477243448,0,40,3,0,6,6,0,0,0,6.8,17297,52,-211,-1305,21.2,1630.2,17,4,7,7,0,1,0,7.2,18602,46,21.1,1651.3
4386507847,1,18,5,0,7,6,0,0,0,6.8,17603,52,1221,462,21.5,1675.0,35,3,5,5,0,0,0,6.8,17141,48,19.7,1552.9
4474136526,1,17,5,0,7,8,0,0,0,7.2,18669,36,2037,1291,22.6,1650.6,35,3,1,0,1,0,0,6.6,17378,80,21.7,1446.9
4523618632,1,15,5,1,6,11,1,0,0,7.0,17937,36,817,-94,24.1,1638.9,38,2,3,3,0,0,0,6.8,18031,58,22.9,1557.2
4507859079,1,18,2,1,4,4,0,0,0,7.0,18295,48,-137,-351,21.5,1576.0,15,1,4,1,1,0,0,7.0,18646,72,22.7,1589.7
4524740998,1,43,6,1,4,4,1,0,0,6.4,16820,33,-1539,-1497,22.6,1517.6,23,9,7,12,0,0,0,7.2,18317,52,20.5,1671.5
4512162103,0,13,5,0,5,4,0,0,0,6.4,16908,48,-1707,-1286,19.1,1519.6,62,3,7,10,1,0,0,7.0,18194,51,21.6,1690.3
4465066223,1,13,1,0,6,2,1,0,0,7.0,17537,55,-556,-235,22.8,1625.0,17,1,9,13,0,0,0,6.8,17772,60,14.3,1680.6
4523411488,1,20,1,1,9,15,1,0,0,6.6,16779,37,-146,-717,19.9,1654.1,12,3,7,8,0,1,0,6.8,17496,44,22.5,1668.7
4524017392,1,15,1,1,12,9,0,1,0,7.2,19205,37,4083,2884,22.7,1865.7,15,2,4,1,1,0,0,6.6,16321,52,19.1,1457.4
4513054107,1,17,1,0,5,6,0,0,0,7.2,19105,64,1389,1418,22.3,1687.3,38,2,5,7,1,0,0,6.8,17687,49,22.6,1548.4
4478629184,0,28,4,0,3,3,1,0,0,6.4,15898,55,-890,-528,21.1,1438.3,16,2,4,5,0,1,0,6.4,16426,44,20.8,1527.3
4395598976,0,12,3,1,4,5,0,0,0,6.4,15196,32,-2519,-1095,19.2,1442.0,18,3,9,15,0,0,0,6.4,16291,46,19.4,1693.9
4524952056,0,87,1,0,4,4,0,0,0,6.2,15031,30,-4440,-4020,18.3,1472.0,10,1,15,14,0,0,0,7.4,19051,51,20.1,1916.0
4453994009,1,15,3,1,7,7,0,0,0,7.2,19761,64,1140,705,25.1,1740.6,17,1,6,4,1,1,0,7.2,19056,56,19.0,1626.6
4462358723,0,15,4,1,5,2,0,0,0,6.4,15974,40,-1656,-1832,17.2,1521.0,13,5,7,3,0,0,0,6.8,17806,51,21.9,1686.6
4512811324,1,23,3,0,10,16,0,0,0,6.4,15840,40,2171,-261,19.2,1727.2,37,2,5,6,1,1,0,6.6,16101,40,19.9,1510.1
4438263187,1,18,1,1,12,15,0,0,0,7.2,19257,60,3841,2484,20.6,1935.8,14,2,4,3,0,0,0,6.8,16773,56,21.6,1551.7
4483907436,1,16,3,0,4,5,0,1,1,6.6,16360,40,-885,-2172,23.2,1685.5,37,1,11,15,1,0,0,7.2,18532,36,21.6,1774.0
4521937261,0,16,2,0,3,4,1,1,0,6.6,16256,60,-2752,-2286,19.1,1520.9,17,4,8,9,0,0,0,7.2,18542,52,24.1,1796.1
4515587675,1,17,3,1,13,22,0,0,0,7.0,17935,31,2081,466,20.7,1954.2,17,4,9,11,0,0,0,7.0,17469,44,20.0,1746.1
4517493567,0,15,5,1,4,4,0,0,0,6.6,17321,53,453,-19,23.2,1526.7,16,2,3,3,0,0,0,6.8,17340,51,20.9,1481.4
4469549199,0,15,2,1,3,3,1,0,0,6.6,17194,56,830,-1002,22.4,1524.3,40,4,1,1,0,1,0,6.8,18196,56,22.0,1441.3
4500100836,0,21,2,0,8,3,0,0,0,6.8,17234,48,94,-445,20.3,1621.4,17,4,8,6,0,0,0,7.0,17679,48,16.8,1612.0
4451727242,0,70,2,0,8,12,1,1,0,7.0,18227,56,-722,891,17.8,1597.6,13,1,6,6,0,0,0,6.6,17336,39,23.2,1669.8
4462194525,0,18,1,0,6,10,0,1,0,6.8,17632,47,-1491,-799,23.0,1655.7,38,5,7,11,1,0,0,7.0,18431,53,22.2,1804.8
4481415061,0,10,1,0,6,3,0,0,0,6.8,16953,59,-3109,-1745,19.8,1614.2,13,1,14,16,1,1,0,7.0,18698,37,20.1,1925.1
4519169394,0,15,4,1,7,9,0,0,0,7.2,18708,56,537,-477,23.0,1798.4,16,4,11,11,1,0,0,7.2,19185,51,17.8,1744.7
4449504375,1,15,9,0,13,10,1,1,0,7.8,21588,71,4079,5568,22.2,2003.8,39,1,5,6,0,0,0,6.6,16020,40,20.8,1595.9
4468503240,1,91,3,0,10,13,0,0,1,7.2,18463,50,4006,2081,21.3,1957.1,17,1,5,6,0,0,0,6.6,16382,47,21.0,1556.5
4495708706,0,18,2,1,3,4,0,0,0,6.4,15128,48,-3582,-5395,20.0,1455.7,16,0,10,10,1,1,0,7.6,20523,63,24.6,1813.9
4505357300,1,16,4,0,6,5,0,0,0,7.0,18567,56,-355,233,20.5,1602.9,19,3,6,5,1,0,0,7.0,18334,48,22.4,1638.4
4523723534,1,18,11,1,7,8,0,0,1,6.6,16741,46,3464,994,20.7,1805.3,41,1,6,6,0,0,0,6.4,15747,22,17.8,1458.9
4479157446,1,16,2,1,9,9,1,0,0,7.0,18905,60,2217,2183,22.5,1809.8,12,1,5,3,0,1,0,6.6,16722,32,22.9,1588.1
4518376722,1,13,1,1,8,9,1,1,0,7.2,19519,59,3049,1511,23.5,1834.3,13,3,3,2,0,0,0,7.0,18008,54,23.4,1529.4
4521259209,1,13,2,0,5,4,1,0,0,7.0,17998,44,-305,-474,19.8,1559.6,25,2,6,7,0,0,0,7.0,18472,40,19.9,1590.1
4471123041,0,54,3,0,4,6,1,0,0,7.0,17882,53,1325,479,22.9,1581.2,15,3,2,1,0,1,0,7.0,17403,54,21.8,1448.7
4524913184,1,17,2,1,6,10,0,0,0,6.4,16477,44,-53,87,22.1,1594.7,14,4,6,9,1,0,0,6.4,16390,52,20.3,1600.0
4514301047,0,35,1,0,5,5,0,0,0,6.6,16532,40,-2865,-1441,19.6,1499.7,16,4,9,7,1,0,0,6.8,17973,32,23.7,1786.2
4512184541,0,10,1,1,7,5,0,0,0,6.8,17576,42,-93,-561,21.5,1646.3,33,0,7,8,1,0,0,7.0,18137,40,21.7,1655.6
4517823800,0,19,5,1,6,7,0,0,0,6.6,17054,46,-420,-1185,22.5,1607.2,15,3,7,10,1,0,0,7.2,18239,50,21.2,1649.2
4518835789,1,22,6,1,7,6,1,0,0,7.4,19579,64,5008,2355,25.3,1914.0,60,6,3,3,0,1,0,6.8,17224,45,17.9,1413.2
