gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalExperience,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalExperience,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin,blueChamps,redChamps,bluePredWinrate,redPredWinrate,blueAvgPickrate,redAvgPickrate,blueHas62,redHas62,blueHas111,redHas111,blueHas145,redHas145,blueHas39,redHas39,blueHas517,redHas517
4516505202,1,15,3,1,4,4,0,0,0,6.8,17896,51,-470,-187,22.4,1572.2,102,1,4,3,0,0,0,7.0,18083,48,24.2,1619.2,"['Sett', 'Diana', 'Aatrox', 'Thresh', ""Kai'Sa""]","['Neeko', 'Morgana', 'Varus', 'Irelia', 'Warwick']",0.4851629228436341,0.4687330611280511,0.1714950905962142,0.07089786415629111,False,False,False,False,True,False,False,True,False,False
4482120064,0,17,1,0,3,3,0,0,0,6.8,16974,53,-1996,-1804,20.9,1501.5,18,3,7,13,0,0,0,7.2,18778,51,23.7,1701.1,"['Thresh', 'Gragas', 'Yasuo', ""Kai'Sa"", 'Fiora']","['Ekko', 'Braum', 'Fizz', 'Gangplank', 'Miss Fortune']",0.488034123748948,0.4961004670202321,0.14371899989877518,0.11365522826196985,False,False,False,False,True,False,False,False,False,False
4523758462,1,14,1,1,10,8,0,0,0,7.6,20862,56,5228,3378,26.3,1973.3,13,2,2,2,1,0,0,6.8,17484,64,21.0,1450.5,"['Syndra', 'Ornn', ""Rek'Sai"", 'Varus', 'Thresh']","['Cassiopeia', 'Jarvan IV', 'Maokai', 'Tristana', 'Senna']",0.5086269401928567,0.509025111860663,0.14705941896953134,0.10606336673752406,False,False,False,False,False,False,False,False,False,False
4503636905,0,43,3,0,3,3,0,1,0,6.8,16888,54,-1975,-1345,20.3,1485.2,17,14,7,6,0,0,0,6.8,18233,53,21.8,1682.7,"['Illaoi', 'Ezreal', 'Nunu & Willump', 'Yuumi', 'Diana']","['Janna', 'Aatrox', ""Kai'Sa"", 'Talon', 'Shaco']",0.5066881343929174,0.4938809880539665,0.10776394371899987,0.10405911529507036,False,False,False,False,False,True,False,False,False,False
4486384947,1,21,4,1,5,11,0,0,0,6.8,17378,49,882,512,21.3,1628.2,19,3,4,3,1,1,0,6.6,16866,52,22.8,1540.0,"[""Kha'Zix"", 'Tahm Kench', 'Ivern', 'Senna', 'Ekko']","['Ezreal', 'Singed', 'Rumble', 'Rakan', 'Lee Sin']",0.4988028414388944,0.5085276511268605,0.10156898471505213,0.13529709484765667,False,False,False,False,False,False,False,False,False,False
4457103291,0,11,3,0,5,5,0,0,0,7.0,17924,48,-3155,-2773,18.8,1499.4,15,1,9,9,0,0,0,7.4,20697,56,21.9,1814.9,"['Riven', 'Akali', 'Rengar', 'Soraka', 'Aphelios']","['Nami', 'Kennen', 'Lee Sin', 'Ezreal', 'Yasuo']",0.4855868931824524,0.5028026567585313,0.07873266524951919,0.13918412794817284,False,False,False,False,False,False,False,False,False,False
4472164226,1,14,3,1,11,15,1,0,0,7.2,19254,45,2526,1625,21.4,1860.6,12,2,6,4,0,0,0,7.0,17629,48,22.5,1608.0,"['Lux', 'Nunu & Willump', 'Zed', 'Ziggs', 'Yasuo']","['Miss Fortune', 'Vladimir', 'Sett', 'Rammus', 'Lulu']",0.5131484280197051,0.5110693283094514,0.06101832169247898,0.13819212470897865,False,False,False,False,False,False,False,False,False,False
4445294621,0,13,1,0,4,5,0,0,0,6.8,16945,43,-2835,-2821,20.3,1587.8,15,3,13,14,1,0,0,7.2,19766,45,20.9,1871.3,"['Zac', 'Katarina', 'Jhin', 'Poppy', 'Karma']","['Cassiopeia', 'Jarvan IV', 'Trundle', 'Senna', ""Cho'Gath""]",0.5091218278310349,0.5121487644417038,0.06435874076323514,0.08893612713837434,False,False,False,False,False,False,False,False,False,False
4480384157,0,17,2,0,4,3,0,0,0,7.0,17562,56,-1254,-567,23.8,1577.3,16,3,6,10,1,0,0,7.0,18129,60,23.1,1702.7,"['Lucian', 'Kalista', 'Kayle', 'Shyvana', 'Taric']","['Blitzcrank', 'Ahri', 'Rengar', 'Irelia', 'Graves']",0.4985695527618311,0.514467402130799,0.0815872051827108,0.0788743799979755,False,False,False,False,False,False,False,True,False,False
4520898233,0,78,4,0,4,4,1,1,0,6.8,19219,67,406,1283,23.8,1590.6,15,3,3,3,0,0,0,7.0,17936,64,22.0,1550.0,"['Zyra', 'Olaf', 'Lucian', 'Kassadin', 'Riven']","['Kled', 'Syndra', 'Lux', 'Ashe', 'Fiddlesticks']",0.4968330631397671,0.4894173003199283,0.07336774977224415,0.07073590444376962,False,False,False,False,False,False,False,False,False,False
4522124566,1,33,3,0,6,10,0,0,0,6.8,17223,45,-1020,493,20.8,1651.5,18,3,9,13,0,0,0,6.6,16730,36,19.7,1753.5,"[""Kai'Sa"", 'Wukong', 'Bard', 'LeBlanc', 'Kled']","['Janna', 'Diana', 'Lee Sin', 'Qiyana', 'Mordekaiser']",0.5078782120783774,0.5086553091254162,0.12035631136754732,0.11134730235853832,True,False,False,False,True,False,False,False,False,False
4523978853,0,17,1,0,4,4,0,0,0,6.2,16047,44,-2472,-1067,20.4,1541.5,19,2,8,13,1,0,0,7.0,17114,36,22.1,1788.7,"['Jax', 'Rammus', 'Alistar', 'Kalista', 'Rumble']","['Janna', 'Ezreal', 'Poppy', 'Qiyana', 'Elise']",0.5140762963323053,0.5256011574794162,0.07834801093228061,0.1252353477072578,False,False,False,False,False,False,False,False,False,False
4507834811,1,18,1,0,8,9,1,0,0,7.0,17854,44,1260,-55,20.9,1717.8,10,3,6,3,0,0,0,6.8,17909,36,23.3,1591.8,"['Poppy', 'Diana', 'Draven', 'Lee Sin', 'Leona']","['Kindred', 'Lucian', 'Fiora', 'Kassadin', 'Yuumi']",0.5022704874092478,0.4907025812531245,0.10567871242028544,0.08822755339609271,False,False,False,False,False,False,False,False,False,False
4501319968,0,19,3,1,7,9,0,0,0,7.0,18982,61,1857,2015,22.8,1722.6,14,4,4,2,1,0,0,6.6,16967,49,20.2,1536.9,"['LeBlanc', 'Nautilus', 'Kalista', 'Camille', 'Graves']","['Syndra', 'Veigar', 'Wukong', 'Skarner', 'Morgana']",0.4975047006269048,0.507763729593641,0.11956675776900495,0.08739750986941999,False,True,True,False,False,False,False,False,False,False
4519148589,0,105,5,1,8,13,1,0,0,6.8,17436,53,1320,-413,21.7,1747.4,65,3,6,11,0,0,0,6.8,17849,40,22.3,1615.4,"['Yorick', 'Diana', ""Kai'Sa"", 'Wukong', 'Thresh']","['Cassiopeia', 'Blitzcrank', 'Lucian', 'Shen', ""Kha'Zix""]",0.5049671847457581,0.4951648876403288,0.13167324627998786,0.09909909909909913,True,False,False,False,True,False,False,False,False,False
4484877784,0,18,5,0,3,2,1,0,0,6.8,17974,52,-3282,-1647,23.3,1490.5,18,3,8,12,0,0,0,7.4,19621,52,22.5,1818.7,"['Diana', 'Thresh', 'Cassiopeia', 'Kalista', 'Sejuani']","['Sion', 'Aurelion Sol', 'Zac', 'Aphelios', 'Blitzcrank']",0.4985882568703876,0.4942852184542431,0.13244255491446502,0.07276040085028848,False,False,False,False,False,False,False,False,False,False
4466931235,1,22,7,1,9,10,1,0,0,7.0,18076,40,2883,2111,22.8,1813.2,21,4,4,2,0,0,0,6.2,15965,36,22.7,1524.9,"['Zed', 'Neeko', 'Sivir', 'Janna', 'Elise']","['Leona', 'Varus', 'Kayle', 'Kayn', 'Yasuo']",0.4948479100285949,0.4984237148322287,0.07553396092721935,0.07413705840672133,False,False,False,False,False,False,False,False,False,False
4524189570,1,17,4,1,5,6,1,1,0,6.8,17406,51,1703,1696,21.8,1605.3,15,2,2,2,0,0,0,6.4,15710,48,20.6,1435.0,"['Ornn', 'Syndra', 'Jinx', 'Blitzcrank', 'Nunu & Willump']","['Elise', 'Tristana', 'Yuumi', 'Yasuo', 'Garen']",0.5119031578826327,0.4907992684736054,0.07676890373519588,0.09994938758983704,False,False,False,False,False,False,False,False,False,False
4503380070,0,12,3,0,6,7,0,0,0,6.8,16989,32,608,-85,20.3,1643.8,19,2,4,4,1,0,0,6.8,17074,44,20.6,1583.0,"['Zed', 'Taliyah', 'Malphite', 'Senna', 'Tahm Kench']","['Sion', 'Ziggs', 'Rumble', 'Graves', 'Aphelios']",0.5003834732724194,0.5008226215225984,0.07136349832979047,0.08245773863751392,False,False,False,False,False,False,False,False,False,False
4497858921,0,15,2,1,5,4,0,0,0,6.8,16355,45,71,-359,20.1,1563.4,14,1,4,4,1,0,0,6.8,16714,38,22.2,1556.3,"['Aphelios', 'Vladimir', 'Ekko', 'Darius', 'Thresh']","['Draven', 'Gragas', 'Lee Sin', 'Camille', 'Katarina']",0.4948214059543109,0.5105414376277698,0.15005567365117928,0.11798765057192025,False,False,False,False,False,False,False,False,False,False
4509242024,1,40,2,0,6,4,0,0,0,7.4,19076,56,275,872,20.4,1608.5,15,1,4,5,1,0,0,7.2,18204,62,22.3,1581.0,"['Caitlyn', 'Gragas', 'Bard', 'Yasuo', 'Sett']","[""Kha'Zix"", 'Syndra', 'Kassadin', 'Kalista', 'Thresh']",0.49674574091607504,0.5021799737760889,0.12944630023281709,0.15392246178763033,False,False,False,False,False,False,False,False,False,False
4524296550,0,24,3,0,3,6,0,0,0,6.8,17082,52,-809,638,23.5,1498.1,17,2,4,7,1,1,0,6.8,16444,50,21.8,1579.0,"['Wukong', 'Xayah', 'Zoe', 'Morgana', 'Ekko']","['Rumble', 'Rakan', 'Lee Sin', 'Ezreal', 'Kassadin']",0.5135879936113912,0.5113388961067801,0.10013159226642374,0.14467051320983906,True,False,False,False,False,False,False,False,False,False
4516034199,0,12,4,0,2,2,1,0,0,7.2,19276,84,-2771,-1125,21.7,1542.1,14,2,8,5,0,0,0,7.4,20401,64,23.4,1819.2,"['Singed', 'Skarner', 'Aphelios', 'Diana', 'Zilean']","['Rengar', 'Varus', 'Pyke', 'Sylas', 'Vladimir']",0.49174009809229097,0.4890964139038304,0.07006782062961839,0.11205587610081992,False,False,False,False,False,False,False,False,False,True
4504386463,0,20,2,1,5,4,0,1,0,6.8,17716,48,-1730,-1236,20.3,1566.5,40,4,6,6,1,0,0,7.0,18952,67,21.4,1739.5,"['Fiora', 'Syndra', 'Kalista', 'Lee Sin', 'Teemo']","['Ezreal', 'Azir', 'Kennen', 'Olaf', 'Bard']",0.4863390179527413,0.512763262487506,0.13728110132604515,0.11071970847251747,False,False,False,False,False,False,False,False,False,False
4523799496,0,11,3,0,7,5,0,1,0,7.2,19609,68,-904,1377,23.4,1752.8,18,1,9,9,1,0,0,7.0,18232,40,22.7,1843.2,"['Taric', 'Nocturne', 'Sylas', 'Diana', 'Miss Fortune']","['Lee Sin', 'Sett', 'Mordekaiser', 'Draven', 'Ekko']",0.4899974520865738,0.4973590648222345,0.1110233829334953,0.1608057495697945,False,False,False,False,False,False,False,False,True,False
4379931850,0,18,2,0,3,3,0,1,0,6.6,16832,48,-1683,-1363,21.3,1503.2,36,3,6,6,1,0,0,7.0,18195,44,23.6,1671.5,"[""Vel'Koz"", 'Senna', 'Viktor', 'Jhin', 'Nunu & Willump']","['Bard', 'Katarina', 'Rengar', 'Lucian', 'Darius']",0.5151283147136873,0.5098093354029928,0.06658568681040591,0.09812734082397004,False,False,False,False,False,False,False,False,False,False
4523858150,0,28,3,0,4,3,0,0,0,6.8,17362,48,-3025,-1833,22.2,1548.3,41,0,11,16,1,0,0,7.2,19195,39,21.3,1850.8,"[""Kha'Zix"", 'Yuumi', 'Zoe', 'Kalista', 'Teemo']","['Ezreal', 'Twitch', 'Neeko', 'Ornn', 'Bard']",0.4839121067775887,0.4855050905679981,0.0963862739143638,0.10592165198906774,False,False,False,False,False,False,False,False,False,False
4459778854,1,36,1,0,10,12,0,0,0,7.4,20118,44,3004,2300,23.1,1922.6,16,2,6,7,0,0,0,7.0,17818,39,18.5,1622.2,"['Diana', 'Jax', 'Rengar', 'Heimerdinger', 'Bard']","['Karma', 'Qiyana', 'Elise', ""Kai'Sa"", 'Vladimir']",0.5144540642428131,0.5116719225380144,0.09460471707662718,0.11899989877517965,False,False,False,False,False,True,False,False,False,False
4499523222,1,18,3,0,9,14,1,0,0,6.8,17806,36,1574,761,20.4,1694.5,17,2,6,6,0,0,0,6.8,17045,54,19.4,1537.1,"['Kalista', 'Elise', 'Katarina', 'Miss Fortune', 'Sona']","['Shaco', 'Aphelios', 'Thresh', 'Kayle', 'Renekton']",0.522623374576796,0.4947380140797738,0.13782771535580526,0.1191213685595708,False,False,False,False,False,False,False,False,False,False
4477029310,1,12,2,1,5,3,0,0,0,6.6,16493,16,-1036,-1423,23.3,1500.0,19,1,5,4,0,0,0,7.0,17916,44,22.1,1603.6,"['Lulu', ""Kog'Maw"", 'Soraka', 'Orianna', 'Irelia']","['Amumu', 'Heimerdinger', 'Leona', 'Gangplank', 'Twisted Fate']",0.4845796904273566,0.5068776849004027,0.061301751189391636,0.04342544791982994,False,False,False,False,False,False,True,False,False,False
4525037711,0,18,4,1,3,2,0,1,0,7.4,19090,60,16,433,25.2,1588.8,39,4,4,2,1,0,0,7.0,18657,49,24.3,1587.2,"['Tristana', 'Wukong', 'Brand', 'Lissandra', 'Elise']","['Bard', 'Vladimir', ""Kha'Zix"", 'Ezreal', 'Ornn']",0.4986832596664362,0.5004351067813256,0.0772547828727604,0.13618787326652498,True,False,False,False,False,False,False,False,False,False
4459414345,0,41,0,0,1,0,0,0,0,6.4,15498,32,-6386,-4210,18.7,1292.5,12,1,10,6,0,1,1,7.2,19708,56,24.7,1931.1,"['Fizz', 'Kayle', 'Soraka', 'Shen', 'Vayne']","['Jarvan IV', 'Camille', 'Thresh', 'Veigar', 'Kalista']",0.49028044180140995,0.5032739865724137,0.049924081384755535,0.12944630023281709,False,False,False,False,False,False,False,False,False,False
4505664040,1,14,4,1,11,9,0,0,0,7.6,19703,48,5096,3310,25.1,1925.0,15,3,2,2,0,0,0,6.4,16393,53,19.6,1415.4,"['Sett', 'Qiyana', 'Lucian', 'Ekko', 'Braum']","['Viktor', ""Kai'Sa"", 'Nami', ""Rek'Sai"", 'Fiora']",0.5085558108369486,0.497909563117012,0.1272598441137767,0.0980261160036441,False,False,False,False,False,True,False,False,False,False
4439587692,1,19,1,1,8,5,1,0,1,7.0,18790,54,2756,1683,21.8,1835.5,13,5,4,5,0,0,0,6.8,17107,57,20.0,1559.9,"['Lee Sin', 'Hecarim', 'Xerath', 'Galio', 'Aphelios']","['Lucian', 'Ekko', 'Janna', 'Quinn', 'Miss Fortune']",0.5031557523761159,0.5095482585214619,0.10154873975098692,0.13296892398015994,False,False,False,False,False,False,False,False,False,False
4508000311,1,15,2,0,2,2,0,1,0,6.6,16429,44,-977,-1025,18.0,1397.8,12,4,3,1,0,0,0,6.8,17454,56,21.8,1495.5,"['Malzahar', 'Senna', 'Trundle', 'Gragas', 'Fiora']","['Rakan', 'Ornn', 'Azir', 'Caitlyn', ""Kha'Zix""]",0.5007539596476704,0.4969906141525778,0.08126328575766778,0.07411681344265615,False,False,False,False,False,False,False,False,False,False
4513365614,0,16,1,0,5,8,0,0,0,6.8,17366,56,-808,-1655,20.6,1585.1,38,6,5,6,0,0,0,7.2,19021,44,24.1,1665.9,"['Camille', 'Pyke', 'Nocturne', 'Ezreal', 'Orianna']","['Bard', 'Wukong', 'Renekton', 'Ekko', 'Caitlyn']",0.4820715836360564,0.5168357164804716,0.10592165198906774,0.12728008907784188,False,True,False,False,False,False,False,False,False,False
4473252742,0,14,0,0,7,5,0,0,0,6.6,17408,50,-1559,-407,20.9,1647.4,22,4,9,13,1,0,0,6.8,17815,53,20.6,1803.3,"['Jayce', 'Kassadin', 'Pantheon', 'Rengar', 'Sett']","['Aphelios', 'Zoe', 'Soraka', 'Neeko', 'Master Yi']",0.4871666163803835,0.4605945130846548,0.10158922967911732,0.06154469075817389,False,False,False,False,False,False,False,False,False,False
4438138890,1,18,0,0,6,6,0,0,0,7.0,18284,49,544,75,21.3,1659.0,12,1,8,7,0,0,0,7.0,18209,44,18.2,1604.6,"['Ivern', 'Katarina', 'Ryze', 'Lulu', ""Kog'Maw""]","['Vayne', 'Camille', 'Yuumi', 'Diana', 'Zed']",0.5028181243700738,0.5096918250183842,0.05399331916185849,0.08725579512096365,False,False,False,False,False,False,False,False,False,False
4467008289,1,22,4,1,5,2,1,1,0,7.0,18634,53,1381,1017,21.7,1573.7,16,3,2,1,0,0,0,7.0,17617,60,21.2,1435.6,"['Vayne', 'Jayce', 'Lee Sin', 'Twisted Fate', 'Rakan']","['Janna', 'Senna', 'Rumble', 'Vladimir', 'Lucian']",0.4933998234508435,0.5089385534782079,0.0987144447818605,0.10707561494078348,False,False,False,False,False,False,False,False,False,False
4492625917,1,37,2,1,5,5,0,0,0,7.4,19634,54,2031,1449,24.8,1699.0,15,1,3,5,1,0,0,7.0,18185,68,21.0,1495.9,"['Kennen', 'Olaf', 'Ezreal', 'Bard', 'Kassadin']","['Shyvana', 'Cassiopeia', 'Riven', 'Senna', 'Karma']",0.5210637676106238,0.5173622816547859,0.11736005668589936,0.09089988865269764,False,False,False,False,False,False,False,False,False,False
4502901044,0,14,4,0,3,2,1,0,0,7.0,19210,56,131,370,24.6,1529.7,20,2,3,1,0,0,0,7.2,18840,64,22.7,1516.6,"['Braum', 'Graves', 'Vladimir', 'Irelia', 'Aphelios']","['Yuumi', 'Ezreal', 'Rengar', 'Ivern', 'Syndra']",0.4854029934261645,0.4960650380593569,0.10586091709687216,0.1359449336977427,False,False,False,False,False,False,True,False,False,False
4467732013,0,16,2,0,4,4,0,1,0,7.0,17696,53,-2699,-2749,22.4,1565.1,30,2,10,11,1,0,0,7.4,20445,54,20.1,1835.0,"['Miss Fortune', 'Jarvan IV', 'Vayne', 'Rumble', 'Braum']","['Diana', 'Pyke', 'Sett', 'Nidalee', 'Senna']",0.5100085843156623,0.5067157153526068,0.10195363903229072,0.13090393764551067,False,False,False,False,False,False,False,False,False,False
4514402510,0,17,0,1,5,7,1,0,0,6.8,16746,63,-1672,-2698,18.1,1558.7,14,0,7,6,0,0,0,7.4,19444,76,21.8,1725.9,"['Corki', 'Lulu', ""Rek'Sai"", 'Vayne', 'Malphite']","['Tristana', 'Irelia', 'Karthus', 'Senna', 'Braum']",0.5055073546991247,0.4921112823552013,0.07278064581435369,0.0972972972972973,False,False,False,False,False,False,False,True,False,False
4521277262,1,19,3,1,10,11,1,0,0,7.2,18131,42,1201,316,21.3,1777.7,18,4,6,5,0,0,0,6.8,17815,44,23.4,1657.6,"['Riven', 'Zilean', 'Ashe', 'Katarina', 'Kindred']","[""Rek'Sai"", 'Ornn', 'Thresh', 'Lux', 'Varus']",0.5137098458910149,0.5040340283154621,0.055774875999595096,0.11677295272800887,False,False,False,False,False,False,False,False,False,False
4521752962,1,29,3,1,7,5,1,1,0,7.0,18407,55,-108,59,22.2,1642.6,14,4,5,4,0,0,0,6.8,18348,44,24.7,1653.4,"['Kalista', 'Gragas', 'Zilean', 'Zoe', 'Riven']","['Cassiopeia', 'Xayah', 'Rakan', 'Lee Sin', 'Wukong']",0.4983738316159783,0.5212722547069798,0.09249924081384757,0.12776596821540642,False,True,False,False,False,False,False,False,False,False
4514070165,0,12,0,0,10,11,0,0,1,7.2,19575,58,4633,2269,23.6,2027.8,20,1,7,6,1,0,0,6.6,17306,45,18.2,1564.5,"['Ryze', 'Ekko', 'Miss Fortune', 'Hecarim', 'Thresh']","['Senna', 'Veigar', 'Sejuani', 'Teemo', 'Zed']",0.5113447718189732,0.4929805818461202,0.14865877113068124,0.06403482133819212,False,False,False,False,False,False,False,False,False,False
4525056568,0,18,4,0,2,0,0,0,0,6.6,16437,62,-2262,-1391,19.1,1379.1,18,3,7,4,1,0,0,6.8,17828,48,21.8,1605.3,"[""Rek'Sai"", 'Ziggs', 'Kayle', 'Blitzcrank', 'Varus']","['Xin Zhao', 'Pantheon', 'Syndra', 'Katarina', 'Janna']",0.5083229203397729,0.5203653253212964,0.0814050005061241,0.09666970341127644,False,False,False,False,False,False,False,False,False,False
4521255103,0,24,3,0,6,5,0,0,0,7.0,17667,70,-49,500,20.8,1650.5,17,2,7,10,1,0,0,6.8,17167,45,20.7,1655.4,"['Miss Fortune', 'Aatrox', 'Leona', 'Sylas', 'Nidalee']","['Malzahar', 'Lulu', 'Gnar', 'Lucian', 'Lee Sin']",0.4971240033590714,0.4973347099407519,0.12592367648547426,0.100374531835206,False,False,False,False,False,False,False,False,True,False
4510728488,1,18,2,1,6,4,1,0,0,7.2,19610,54,1687,1089,22.9,1727.7,36,3,4,5,0,1,0,7.2,18521,56,23.2,1559.0,"['Syndra', 'Jarvan IV', 'Sett', 'Nautilus', 'Senna']","['Bard', 'Renekton', ""Kha'Zix"", 'Zoe', 'Ezreal']",0.5008739612800245,0.5058263498073833,0.16671727907682965,0.14175523838445184,False,False,True,False,False,False,False,False,False,False
