gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalExperience,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redKills,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalExperience,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin,champions
4520898233,0,78,4,0,4,4,2,1,1,0,6.8,19219,67,406,1283,23.8,1590.6,15,3,3,3,0,0,0,0,7.0,17936,64,22.0,1550.0,"['143', '2', '236', '38', '92', '240', '134', '99', '22', '9']"
4522124566,1,33,3,0,6,10,0,0,0,0,6.8,17223,45,-1020,493,20.8,1651.5,18,3,9,13,0,0,0,0,6.6,16730,36,19.7,1753.5,"['145', '62', '432', '7', '240', '40', '131', '64', '246', '82']"
4523978853,0,17,1,0,4,4,0,0,0,0,6.2,16047,44,-2472,-1067,20.4,1541.5,19,2,8,13,1,1,0,0,7.0,17114,36,22.1,1788.7,"['24', '33', '12', '429', '68', '40', '81', '78', '246', '60']"
4507834811,1,18,1,0,8,9,1,1,0,0,7.0,17854,44,1260,-55,20.9,1717.8,10,3,6,3,0,0,0,0,6.8,17909,36,23.3,1591.8,"['78', '131', '119', '64', '89', '203', '236', '114', '38', '350']"
4501319968,0,19,3,1,7,9,0,0,0,0,7.0,18982,61,1857,2015,22.8,1722.6,14,4,4,2,1,1,0,0,6.6,16967,49,20.2,1536.9,"['7', '111', '429', '164', '104', '134', '45', '62', '72', '25']"
4519148589,0,105,5,1,8,13,1,1,0,0,6.8,17436,53,1320,-413,21.7,1747.4,65,3,6,11,0,0,0,0,6.8,17849,40,22.3,1615.4,"['83', '131', '145', '62', '412', '69', '53', '236', '98', '121']"
4484877784,0,18,5,0,3,2,1,1,0,0,6.8,17974,52,-3282,-1647,23.3,1490.5,18,3,8,12,0,0,0,0,7.4,19621,52,22.5,1818.7,"['131', '412', '69', '429', '113', '14', '136', '154', '523', '53']"
4466931235,1,22,7,1,9,10,1,1,0,0,7.0,18076,40,2883,2111,22.8,1813.2,21,4,4,2,0,0,0,0,6.2,15965,36,22.7,1524.9,"['238', '518', '15', '40', '60', '89', '110', '10', '141', '157']"
4524189570,1,17,4,1,5,6,2,1,1,0,6.8,17406,51,1703,1696,21.8,1605.3,15,2,2,2,0,0,0,0,6.4,15710,48,20.6,1435.0,"['516', '134', '222', '53', '20', '60', '18', '350', '157', '86']"
4503380070,0,12,3,0,6,7,0,0,0,0,6.8,16989,32,608,-85,20.3,1643.8,19,2,4,4,1,1,0,0,6.8,17074,44,20.6,1583.0,"['238', '163', '54', '235', '223', '14', '115', '68', '104', '523']"
4497858921,0,15,2,1,5,4,0,0,0,0,6.8,16355,45,71,-359,20.1,1563.4,14,1,4,4,1,1,0,0,6.8,16714,38,22.2,1556.3,"['523', '8', '245', '122', '412', '119', '79', '64', '164', '55']"
4509242024,1,40,2,0,6,4,0,0,0,0,7.4,19076,56,275,872,20.4,1608.5,15,1,4,5,1,1,0,0,7.2,18204,62,22.3,1581.0,"['51', '79', '432', '157', '875', '121', '134', '38', '429', '412']"
4524296550,0,24,3,0,3,6,0,0,0,0,6.8,17082,52,-809,638,23.5,1498.1,17,2,4,7,2,1,1,0,6.8,16444,50,21.8,1579.0,"['62', '498', '142', '25', '245', '68', '497', '64', '81', '38']"
4516034199,0,12,4,0,2,2,1,1,0,0,7.2,19276,84,-2771,-1125,21.7,1542.1,14,2,8,5,0,0,0,0,7.4,20401,64,23.4,1819.2,"['27', '72', '523', '131', '26', '107', '110', '555', '517', '8']"
4504386463,0,20,2,1,5,4,1,0,1,0,6.8,17716,48,-1730,-1236,20.3,1566.5,40,4,6,6,1,1,0,0,7.0,18952,67,21.4,1739.5,"['114', '134', '429', '64', '17', '81', '268', '85', '2', '432']"
4523799496,0,11,3,0,7,5,1,0,1,0,7.2,19609,68,-904,1377,23.4,1752.8,18,1,9,9,1,1,0,0,7.0,18232,40,22.7,1843.2,"['44', '56', '517', '131', '21', '64', '875', '82', '119', '245']"
4379931850,0,18,2,0,3,3,1,0,1,0,6.6,16832,48,-1683,-1363,21.3,1503.2,36,3,6,6,1,1,0,0,7.0,18195,44,23.6,1671.5,"['161', '235', '112', '202', '20', '432', '55', '107', '236', '122']"
4523858150,0,28,3,0,4,3,0,0,0,0,6.8,17362,48,-3025,-1833,22.2,1548.3,41,0,11,16,1,1,0,0,7.2,19195,39,21.3,1850.8,"['121', '350', '142', '429', '17', '81', '29', '518', '516', '432']"
4459778854,1,36,1,0,10,12,0,0,0,0,7.4,20118,44,3004,2300,23.1,1922.6,16,2,6,7,0,0,0,0,7.0,17818,39,18.5,1622.2,"['131', '24', '107', '74', '432', '43', '246', '60', '145', '8']"
4499523222,1,18,3,0,9,14,1,1,0,0,6.8,17806,36,1574,761,20.4,1694.5,17,2,6,6,0,0,0,0,6.8,17045,54,19.4,1537.1,"['429', '60', '55', '21', '37', '35', '523', '412', '10', '58']"
4477029310,1,12,2,1,5,3,0,0,0,0,6.6,16493,16,-1036,-1423,23.3,1500.0,19,1,5,4,0,0,0,0,7.0,17916,44,22.1,1603.6,"['117', '96', '16', '61', '39', '32', '74', '89', '41', '4']"
4525037711,0,18,4,1,3,2,1,0,1,0,7.4,19090,60,16,433,25.2,1588.8,39,4,4,2,1,1,0,0,7.0,18657,49,24.3,1587.2,"['18', '62', '63', '127', '60', '432', '8', '121', '81', '516']"
4459414345,0,41,0,0,1,0,0,0,0,0,6.4,15498,32,-6386,-4210,18.7,1292.5,12,1,10,6,1,0,1,1,7.2,19708,56,24.7,1931.1,"['105', '10', '16', '98', '67', '59', '164', '412', '45', '429']"
4505664040,1,14,4,1,11,9,0,0,0,0,7.6,19703,48,5096,3310,25.1,1925.0,15,3,2,2,0,0,0,0,6.4,16393,53,19.6,1415.4,"['875', '246', '236', '245', '201', '112', '145', '267', '421', '114']"
4439587692,1,19,1,1,8,5,1,1,0,1,7.0,18790,54,2756,1683,21.8,1835.5,13,5,4,5,0,0,0,0,6.8,17107,57,20.0,1559.9,"['64', '120', '101', '3', '523', '236', '245', '40', '133', '21']"
4508000311,1,15,2,0,2,2,1,0,1,0,6.6,16429,44,-977,-1025,18.0,1397.8,12,4,3,1,0,0,0,0,6.8,17454,56,21.8,1495.5,"['90', '235', '48', '79', '114', '497', '516', '268', '51', '121']"
4513365614,0,16,1,0,5,8,0,0,0,0,6.8,17366,56,-808,-1655,20.6,1585.1,38,6,5,6,0,0,0,0,7.2,19021,44,24.1,1665.9,"['164', '555', '56', '81', '61', '432', '62', '58', '245', '51']"
4473252742,0,14,0,0,7,5,0,0,0,0,6.6,17408,50,-1559,-407,20.9,1647.4,22,4,9,13,1,1,0,0,6.8,17815,53,20.6,1803.3,"['126', '38', '80', '107', '875', '523', '142', '16', '518', '11']"
4438138890,1,18,0,0,6,6,0,0,0,0,7.0,18284,49,544,75,21.3,1659.0,12,1,8,7,0,0,0,0,7.0,18209,44,18.2,1604.6,"['427', '55', '13', '117', '96', '67', '164', '350', '131', '238']"
4467008289,1,22,4,1,5,2,2,1,1,0,7.0,18634,53,1381,1017,21.7,1573.7,16,3,2,1,0,0,0,0,7.0,17617,60,21.2,1435.6,"['67', '126', '64', '4', '497', '40', '235', '68', '8', '236']"
4492625917,1,37,2,1,5,5,0,0,0,0,7.4,19634,54,2031,1449,24.8,1699.0,15,1,3,5,1,1,0,0,7.0,18185,68,21.0,1495.9,"['85', '2', '81', '432', '38', '102', '69', '92', '235', '43']"
4502901044,0,14,4,0,3,2,1,1,0,0,7.0,19210,56,131,370,24.6,1529.7,20,2,3,1,0,0,0,0,7.2,18840,64,22.7,1516.6,"['201', '104', '8', '39', '523', '350', '81', '107', '427', '134']"
4467732013,0,16,2,0,4,4,1,0,1,0,7.0,17696,53,-2699,-2749,22.4,1565.1,30,2,10,11,1,1,0,0,7.4,20445,54,20.1,1835.0,"['21', '59', '67', '68', '201', '131', '555', '875', '76', '235']"
4514402510,0,17,0,1,5,7,1,1,0,0,6.8,16746,63,-1672,-2698,18.1,1558.7,14,0,7,6,0,0,0,0,7.4,19444,76,21.8,1725.9,"['42', '117', '421', '67', '54', '18', '39', '30', '235', '201']"
4521277262,1,19,3,1,10,11,1,1,0,0,7.2,18131,42,1201,316,21.3,1777.7,18,4,6,5,0,0,0,0,6.8,17815,44,23.4,1657.6,"['92', '26', '22', '55', '203', '421', '516', '412', '99', '110']"
4521752962,1,29,3,1,7,5,2,1,1,0,7.0,18407,55,-108,59,22.2,1642.6,14,4,5,4,0,0,0,0,6.8,18348,44,24.7,1653.4,"['429', '79', '26', '142', '92', '69', '498', '497', '64', '62']"
4514070165,0,12,0,0,10,11,0,0,0,1,7.2,19575,58,4633,2269,23.6,2027.8,20,1,7,6,1,1,0,0,6.6,17306,45,18.2,1564.5,"['13', '245', '21', '120', '412', '235', '45', '113', '17', '238']"
4525056568,0,18,4,0,2,0,0,0,0,0,6.6,16437,62,-2262,-1391,19.1,1379.1,18,3,7,4,1,1,0,0,6.8,17828,48,21.8,1605.3,"['421', '115', '10', '53', '110', '5', '80', '134', '55', '40']"
4521255103,0,24,3,0,6,5,0,0,0,0,7.0,17667,70,-49,500,20.8,1650.5,17,2,7,10,1,1,0,0,6.8,17167,45,20.7,1655.4,"['21', '266', '89', '517', '76', '90', '117', '150', '236', '64']"
4510728488,1,18,2,1,6,4,1,1,0,0,7.2,19610,54,1687,1089,22.9,1727.7,36,3,4,5,1,0,1,0,7.2,18521,56,23.2,1559.0,"['134', '59', '875', '111', '235', '432', '58', '121', '142', '81']"
4516919746,1,122,3,1,9,10,2,1,1,0,7.2,19659,68,3933,2922,22.9,1826.9,14,3,1,1,0,0,0,0,6.4,16737,40,23.3,1433.6,"['117', '23', '161', '19', '67', '34', '145', '134', '41', '35']"
4499868617,0,12,4,0,4,3,1,1,0,0,6.6,15959,41,-4061,-4397,20.3,1416.6,16,2,10,6,0,0,0,0,7.4,20356,72,22.4,1822.7,"['57', '64', '412', '518', '67', '235', '266', '126', '223', '30']"
4514234813,0,52,2,0,6,7,0,0,0,0,6.6,16280,42,-4920,-3280,18.8,1545.6,15,1,12,11,1,0,1,1,7.4,19560,62,24.0,2037.6,"['432', '498', '76', '38', '517', '104', '82', '111', '115', '157']"
4513591449,0,19,2,0,4,2,0,0,0,0,7.0,17773,52,-1705,-1839,21.0,1518.0,11,4,5,1,0,0,0,0,7.2,19612,62,22.7,1688.5,"['412', '18', '96', '64', '164', '44', '235', '236', '122', '113']"
4471416203,0,32,4,1,7,8,1,1,0,0,6.8,16814,46,105,-1547,21.2,1617.9,24,5,8,5,1,0,1,0,7.0,18361,42,20.0,1607.4,"['110', '81', '39', '555', '79', '60', '126', '40', '523', '142']"
4521227315,1,14,0,0,3,3,0,0,0,0,7.0,18490,57,-554,521,23.3,1602.6,11,1,5,6,1,1,0,0,6.8,17969,44,23.4,1658.0,"['235', '14', '517', '223', '131', '42', '201', '245', '80', '81']"
4424144387,0,19,5,1,4,4,0,0,0,0,6.8,17145,53,-1037,-1577,19.8,1485.0,18,4,5,5,1,1,0,0,7.0,18722,44,24.1,1588.7,"['18', '117', '79', '131', '164', '134', '121', '201', '516', '96']"
4517806218,0,16,2,1,9,7,1,0,1,0,7.0,18573,62,-1144,480,20.2,1734.7,13,5,8,11,1,1,0,1,7.0,18093,45,19.9,1849.1,"['134', '235', '121', '31', '875', '80', '30', '63', '51', '266']"
4479974478,1,36,0,1,5,6,0,0,0,0,6.8,17591,32,1173,953,20.0,1588.7,12,1,4,3,1,1,0,0,6.6,16638,63,18.6,1471.4,"['24', '432', '62', '60', '15', '113', '497', '157', '41', '134']"
4423018162,0,18,2,1,8,11,0,0,0,0,7.0,19449,44,3194,2534,23.2,1739.9,13,3,2,2,1,1,0,0,6.6,16915,51,20.8,1420.5,"['113', '517', '246', '350', '62', '38', '64', '111', '523', '266']"
4518401885,0,13,3,1,2,1,1,1,0,0,6.6,16629,38,-2622,-1136,20.4,1382.8,12,0,7,7,0,0,0,0,6.8,17765,36,19.2,1645.0,"['8', '126', '21', '223', '203', '235', '134', '55', '64', '122']"
4525208730,1,15,3,1,6,4,1,1,0,0,7.2,19110,52,1151,470,24.2,1664.5,15,2,4,3,1,0,1,0,7.0,18640,50,20.5,1549.4,"['39', '57', '412', '498', '64', '26', '145', '82', '42', '2']"
4512774492,1,50,4,1,6,8,2,1,1,0,6.8,17200,52,1463,1490,20.0,1624.8,48,2,4,8,0,0,0,0,6.6,15710,52,16.9,1478.5,"['43', '98', '89', '523', '104', '17', '245', '64', '63', '432']"
4522772001,0,14,2,0,4,1,0,0,0,0,7.0,18337,52,-1038,-1307,22.1,1531.0,15,2,6,5,2,1,1,0,7.2,19644,66,22.6,1634.8,"['81', '350', '78', '58', '69', '2', '134', '429', '26', '223']"
4464439713,1,17,2,1,8,7,1,0,1,0,6.6,17242,40,1424,1060,21.2,1678.4,13,4,4,5,0,0,0,0,6.4,16182,61,18.0,1536.0,"['412', '79', '246', '21', '164', '497', '10', '498', '64', '91']"
4479823004,1,18,1,0,13,18,1,1,0,0,7.4,18951,44,527,721,23.2,1903.2,12,4,9,5,0,0,0,0,7.0,18230,63,21.6,1850.5,"['14', '134', '89', '163', '104', '21', '518', '11', '84', '39']"
4507330276,0,17,5,0,7,12,0,0,0,0,7.2,18342,46,1807,932,24.2,1751.8,52,4,6,9,2,1,1,0,6.8,17410,60,19.8,1571.1,"['79', '875', '127', '119', '89', '81', '98', '517', '77', '497']"
4447392049,0,43,6,1,11,12,1,0,1,0,7.4,20326,43,2856,1262,25.6,1897.6,16,0,4,6,1,1,0,0,7.2,19064,72,21.0,1612.0,"['432', '429', '517', '142', '78', '145', '246', '164', '30', '43']"
4521089901,0,12,1,0,6,10,1,1,0,0,6.6,16617,56,-964,-2454,20.4,1614.3,13,1,6,3,1,0,1,0,7.0,19071,56,24.1,1710.7,"['164', '45', '238', '89', '154', '268', '32', '58', '21', '497']"
4427944005,0,20,2,0,7,6,1,0,1,0,7.0,17111,51,-178,524,19.9,1586.8,42,7,8,6,1,1,0,0,6.8,16587,47,17.8,1604.6,"['429', '80', '517', '79', '92', '103', '432', '81', '105', '5']"
4509784380,1,18,3,0,9,7,1,1,0,0,7.0,18162,41,705,192,23.5,1797.7,16,0,8,8,0,0,0,0,7.0,17970,44,20.7,1727.2,"['429', '875', '45', '107', '555', '7', '523', '79', '39', '40']"
4524411421,1,16,0,0,10,14,1,1,0,0,7.0,18159,55,908,306,20.8,1813.8,15,1,10,16,0,0,0,0,7.0,17853,44,21.0,1723.0,"['119', '44', '48', '518', '122', '111', '134', '105', '121', '875']"
4519898107,1,14,2,0,7,12,2,1,1,0,7.2,19864,68,3558,3243,26.1,1802.5,25,0,2,3,0,0,0,0,6.8,16621,56,22.0,1446.7,"['67', '21', '89', '30', '112', '81', '26', '69', '76', '266']"
4517633575,0,12,6,0,1,0,0,0,0,0,6.8,17769,56,-1299,-49,24.1,1462.5,53,1,6,3,1,1,0,0,7.0,17818,47,21.8,1592.4,"['266', '113', '55', '412', '523', '121', '81', '875', '7', '98']"
4521948875,1,16,4,0,5,7,1,1,0,0,6.6,17113,48,-1763,-1864,20.1,1575.2,19,2,8,6,0,0,0,0,7.2,18977,40,24.8,1751.5,"['78', '157', '115', '412', '64', '82', '875', '81', '84', '421']"
4509102299,1,15,0,0,10,12,0,0,0,0,7.4,19565,64,2547,2189,23.2,1848.0,12,1,4,4,0,0,0,0,6.6,17376,41,24.7,1593.3,"['117', '67', '61', '2', '245', '14', '875', '429', '68', '35']"
4525041896,0,13,3,0,3,2,1,1,0,0,6.6,16206,53,-3685,-3119,21.0,1499.5,20,3,10,13,1,0,1,0,7.4,19325,67,20.0,1868.0,"['102', '105', '54', '145', '238', '38', '350', '81', '104', '24']"
4515706467,0,83,13,1,7,3,0,0,0,0,6.4,15827,25,-3689,-4682,19.4,1565.5,35,2,11,7,1,1,0,0,7.2,20509,59,21.6,1934.4,"['39', '35', '81', '143', '13', '420', '245', '110', '64', '101']"
4476006621,0,17,4,1,3,2,0,0,0,0,7.2,18590,73,-764,803,23.6,1556.2,33,4,5,6,2,1,1,0,6.8,17787,46,23.3,1632.6,"['99', '78', '81', '7', '30', '92', '497', '142', '76', '498']"
4499940691,1,16,3,1,9,5,0,0,0,0,7.2,19137,51,3037,2694,22.3,1713.9,14,2,2,2,1,1,0,0,6.6,16443,41,21.3,1410.2,"['235', '7', '523', '24', '80', '21', '127', '60', '164', '875']"
4426644547,1,14,4,1,7,6,0,0,0,1,7.2,18820,62,3545,2162,25.7,1922.9,19,3,7,10,1,1,0,0,6.6,16658,36,14.5,1568.4,"['131', '81', '23', '58', '89', '26', '64', '11', '136', '38']"
4525072812,0,14,2,0,7,10,1,1,0,0,7.2,19060,48,-1031,-394,20.9,1697.2,16,4,7,7,0,0,0,0,7.4,19454,60,25.5,1800.3,"['266', '62', '523', '57', '201', '114', '60', '21', '875', '8']"
4524217548,0,17,1,0,5,6,0,0,0,0,7.0,18383,59,-1796,-749,21.3,1624.9,16,2,10,15,1,1,0,0,7.0,19132,44,21.4,1804.5,"['245', '57', '134', '235', '110', '350', '27', '266', '121', '115']"
4499622849,1,16,6,1,5,9,0,0,0,0,6.8,17645,37,1626,747,24.7,1641.5,17,2,4,5,1,1,0,0,7.0,16898,51,20.3,1478.9,"['875', '517', '22', '89', '131', '42', '412', '516', '64', '21']"
4499844894,1,40,1,0,6,10,1,0,1,0,7.2,19837,70,832,1330,25.0,1801.2,12,1,8,11,1,1,0,0,7.0,18507,48,18.6,1718.0,"['81', '429', '432', '238', '30', '111', '57', '245', '4', '235']"
4460534353,1,16,0,0,11,11,2,1,1,0,7.4,20668,52,2750,2647,24.2,1929.4,14,2,6,9,0,0,0,0,7.0,18021,52,20.3,1654.4,"['117', '516', '59', '39', '81', '62', '26', '517', '107', '498']"
4495269641,0,16,1,0,5,4,1,0,1,0,6.8,17243,28,-1524,-827,22.7,1538.3,11,3,8,11,0,0,0,0,7.0,18070,39,18.6,1690.7,"['39', '111', '24', '113', '523', '117', '96', '92', '517', '60']"
4524995677,0,16,4,1,6,2,1,1,0,0,6.6,17401,53,-1370,-875,22.4,1577.7,20,2,8,9,0,0,0,0,7.0,18276,36,21.0,1714.7,"['126', '111', '60', '875', '68', '64', '161', '96', '117', '54']"
4464596479,0,14,3,0,4,4,0,0,0,0,6.6,17323,43,-1506,-412,20.9,1480.5,17,3,6,7,1,1,0,0,7.0,17735,44,23.1,1631.1,"['80', '37', '523', '120', '163', '150', '45', '245', '69', '21']"
4452452649,0,13,5,0,6,2,0,0,0,0,6.6,16787,52,-1101,-718,19.9,1524.4,17,4,7,5,2,1,1,0,7.0,17505,40,21.2,1634.5,"['21', '245', '78', '429', '555', '145', '64', '57', '41', '68']"
4420481816,0,18,4,0,8,7,1,0,1,0,7.2,19195,44,2774,2207,25.2,1757.4,15,4,3,2,1,1,0,0,6.6,16988,47,22.5,1480.0,"['134', '21', '412', '60', '58', '79', '81', '104', '75', '201']"
4412895789,0,24,0,0,8,9,0,0,0,0,7.0,17831,44,-1806,-588,22.2,1665.5,13,3,11,13,2,1,1,0,7.0,18419,55,21.5,1846.1,"['122', '142', '53', '110', '104', '523', '48', '517', '201', '134']"
4525114135,0,12,5,0,6,8,1,1,0,0,7.0,18370,44,1265,1248,24.8,1685.5,16,5,4,4,1,0,1,0,6.8,17122,52,20.7,1559.0,"['145', '39', '60', '517', '111', '22', '164', '245', '266', '89']"
4496624699,1,17,3,0,6,4,0,0,0,0,6.6,16995,46,-4443,-4140,20.0,1578.6,16,3,14,9,1,1,0,0,7.6,21135,66,22.7,2022.9,"['412', '67', '121', '69', '27', '22', '43', '161', '64', '164']"
4522663961,0,19,3,0,3,1,0,0,0,0,7.2,19080,59,-927,967,23.3,1514.3,16,4,5,7,1,1,0,0,7.0,18113,48,21.6,1607.0,"['62', '421', '157', '26', '74', '203', '40', '21', '3', '85']"
4522251387,1,12,3,1,9,9,0,0,0,0,7.0,18904,36,1425,728,22.1,1730.9,14,2,5,3,2,1,1,0,6.8,18176,44,20.8,1588.4,"['35', '84', '75', '81', '57', '64', '164', '517', '235', '875']"
4472377536,1,14,3,0,6,6,1,1,0,0,7.4,19684,60,1177,1161,21.1,1641.6,14,0,4,2,0,0,0,0,7.0,18523,71,20.4,1523.9,"['57', '266', '117', '96', '2', '30', '67', '517', '267', '114']"
4466226469,1,19,2,1,2,2,1,1,0,0,7.0,17812,64,-1586,410,23.1,1522.2,17,5,7,14,1,0,1,0,6.8,17402,64,21.1,1680.8,"['64', '875', '246', '26', '134', '13', '72', '81', '350', '236']"
4473936532,0,16,2,0,5,3,2,1,1,0,6.8,17629,44,-2896,-2081,23.2,1552.6,15,2,10,6,0,0,0,0,7.4,19710,76,23.6,1842.2,"['134', '64', '110', '89', '114', '266', '30', '111', '21', '69']"
4524445302,1,18,1,0,12,10,0,0,0,0,6.4,15938,48,905,1054,14.3,1759.7,12,3,9,9,0,0,0,0,6.2,14884,40,18.1,1669.2,"['236', '267', '107', '24', '55', '58', '412', '134', '875', '21']"
4459740551,0,17,1,1,9,17,0,0,0,0,6.2,14815,29,-3887,-3392,18.7,1683.4,31,1,17,21,0,0,0,0,7.0,18207,40,21.1,2072.1,"['518', '245', '81', '350', '39', '114', '235', '31', '266', '76']"
4463542711,1,32,2,1,12,12,1,1,0,0,7.2,19575,47,3413,2984,20.2,1905.8,16,2,6,7,0,0,0,0,6.6,16591,39,21.0,1564.5,"['245', '81', '2', '98', '120', '41', '62', '115', '61', '25']"
