blueWins,blueWardsPlaced,blueFirstBlood,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueCSPerMin,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redCSPerMin,bluePredWinrate,redPredWinrate,blueAvgPickrate,redAvgPickrate,blueHas62,redHas62,blueHas111,redHas111,blueHas145,redHas145,blueHas39,redHas39,blueHas517,redHas517,blueMaxLevel,blueMinLevel,blueSTDLevels,redMaxLevel,redMinLevel,redSTDLevels
1,14,1,11,15,1,0,0,7.2,21.4,6,4,0,0,0,7.0,22.5,0.5131484280197051,0.5110693283094514,0.06101832169247898,0.13819212470897865,False,False,False,False,False,False,False,False,False,False,9,6,1.16619037896906,8,6,0.8944271909999159
0,13,0,4,5,0,0,0,6.8,20.3,13,14,1,0,0,7.2,20.9,0.5091218278310349,0.5121487644417038,0.06435874076323514,0.08893612713837434,False,False,False,False,False,False,False,False,False,False,8,6,0.9797958971132712,9,6,1.16619037896906
0,17,0,4,3,0,0,0,7.0,23.8,6,10,1,0,0,7.0,23.1,0.4985695527618311,0.514467402130799,0.0815872051827108,0.0788743799979755,False,False,False,False,False,False,False,True,False,False,8,6,0.8944271909999159,8,6,0.6324555320336759
0,78,0,4,4,1,1,0,6.8,23.8,3,3,0,0,0,7.0,22.0,0.4968330631397671,0.4894173003199283,0.07336774977224415,0.07073590444376962,False,False,False,False,False,False,False,False,False,False,8,5,1.16619037896906,8,6,0.8944271909999159
1,33,0,6,10,0,0,0,6.8,20.8,9,13,0,0,0,6.6,19.7,0.5078782120783774,0.5086553091254162,0.12035631136754732,0.11134730235853832,True,False,False,False,True,False,False,False,False,False,8,6,0.7483314773547882,8,5,1.0198039027185568
0,17,0,4,4,0,0,0,6.2,20.4,8,13,1,0,0,7.0,22.1,0.5140762963323053,0.5256011574794162,0.07834801093228061,0.1252353477072578,False,False,False,False,False,False,False,False,False,False,8,5,1.16619037896906,8,6,0.8944271909999159
1,18,0,8,9,1,0,0,7.0,20.9,6,3,0,0,0,6.8,23.3,0.5022704874092478,0.4907025812531245,0.10567871242028544,0.08822755339609271,False,False,False,False,False,False,False,False,False,False,8,6,0.6324555320336759,9,5,1.4696938456699071
0,19,1,7,9,0,0,0,7.0,22.8,4,2,1,0,0,6.6,20.2,0.4975047006269048,0.507763729593641,0.11956675776900495,0.08739750986941999,False,True,True,False,False,False,False,False,False,False,8,6,0.6324555320336759,9,5,1.3564659966250536
0,105,1,8,13,1,0,0,6.8,21.7,6,11,0,0,0,6.8,22.3,0.5049671847457581,0.4951648876403288,0.13167324627998786,0.09909909909909913,True,False,False,False,True,False,False,False,False,False,8,6,0.7483314773547882,8,5,1.16619037896906
0,18,0,3,2,1,0,0,6.8,23.3,8,12,0,0,0,7.4,22.5,0.4985882568703876,0.4942852184542431,0.13244255491446502,0.07276040085028848,False,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,8,6,0.8
1,22,1,9,10,1,0,0,7.0,22.8,4,2,0,0,0,6.2,22.7,0.4948479100285949,0.4984237148322287,0.07553396092721935,0.07413705840672133,False,False,False,False,False,False,False,False,False,False,9,6,1.095445115010332,8,4,1.3266499161421599
1,17,1,5,6,1,1,0,6.8,21.8,2,2,0,0,0,6.4,20.6,0.5119031578826327,0.4907992684736054,0.07676890373519588,0.09994938758983704,False,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,7,6,0.4898979485566357
0,12,0,6,7,0,0,0,6.8,20.3,4,4,1,0,0,6.8,20.6,0.5003834732724194,0.5008226215225984,0.07136349832979047,0.08245773863751392,False,False,False,False,False,False,False,False,False,False,8,6,0.9797958971132712,8,6,0.9797958971132712
0,15,1,5,4,0,0,0,6.8,20.1,4,4,1,0,0,6.8,22.2,0.4948214059543109,0.5105414376277698,0.15005567365117928,0.11798765057192025,False,False,False,False,False,False,False,False,False,False,7,6,0.4,8,6,0.9797958971132712
1,40,0,6,4,0,0,0,7.4,20.4,4,5,1,0,0,7.2,22.3,0.496745740916075,0.5021799737760889,0.12944630023281709,0.15392246178763033,False,False,False,False,False,False,False,False,False,False,8,7,0.4898979485566357,8,6,0.7483314773547882
0,24,0,3,6,0,0,0,6.8,23.5,4,7,1,1,0,6.8,21.8,0.5135879936113912,0.5113388961067801,0.10013159226642374,0.14467051320983906,True,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,8,6,0.7483314773547882
0,12,0,2,2,1,0,0,7.2,21.7,8,5,0,0,0,7.4,23.4,0.491740098092291,0.4890964139038304,0.07006782062961839,0.11205587610081992,False,False,False,False,False,False,False,False,False,True,8,5,1.16619037896906,8,7,0.4898979485566357
0,20,1,5,4,0,1,0,6.8,20.3,6,6,1,0,0,7.0,21.4,0.4863390179527413,0.512763262487506,0.13728110132604515,0.11071970847251747,False,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,8,4,1.5491933384829668
0,11,0,7,5,0,1,0,7.2,23.4,9,9,1,0,0,7.0,22.7,0.4899974520865738,0.4973590648222345,0.1110233829334953,0.1608057495697945,False,False,False,False,False,False,False,False,True,False,9,6,1.16619037896906,8,6,0.8944271909999159
0,18,0,3,3,0,1,0,6.6,21.3,6,6,1,0,0,7.0,23.6,0.5151283147136873,0.5098093354029928,0.06658568681040591,0.09812734082397004,False,False,False,False,False,False,False,False,False,False,8,5,1.2,8,6,0.8944271909999159
0,28,0,4,3,0,0,0,6.8,22.2,11,16,1,0,0,7.2,21.3,0.4839121067775887,0.4855050905679981,0.0963862739143638,0.10592165198906774,False,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,8,6,0.7483314773547882
1,36,0,10,12,0,0,0,7.4,23.1,6,7,0,0,0,7.0,18.5,0.5144540642428131,0.5116719225380144,0.09460471707662718,0.11899989877517965,False,False,False,False,False,True,False,False,False,False,8,7,0.4898979485566357,8,6,0.8944271909999159
1,18,0,9,14,1,0,0,6.8,20.4,6,6,0,0,0,6.8,19.4,0.522623374576796,0.4947380140797738,0.13782771535580526,0.1191213685595708,False,False,False,False,False,False,False,False,False,False,8,6,0.9797958971132712,8,6,0.9797958971132712
1,12,1,5,3,0,0,0,6.6,23.3,5,4,0,0,0,7.0,22.1,0.4845796904273566,0.5068776849004027,0.061301751189391636,0.04342544791982994,False,False,False,False,False,False,True,False,False,False,9,4,1.743559577416269,9,6,1.2649110640673518
0,18,1,3,2,0,1,0,7.4,25.2,4,2,1,0,0,7.0,24.3,0.4986832596664362,0.5004351067813256,0.0772547828727604,0.13618787326652498,True,False,False,False,False,False,False,False,False,False,8,6,0.7999999999999999,8,6,0.8944271909999159
0,41,0,1,0,0,0,0,6.4,18.7,10,6,0,1,1,7.2,24.7,0.49028044180141,0.5032739865724137,0.049924081384755535,0.12944630023281709,False,False,False,False,False,False,False,False,False,False,8,5,1.0198039027185568,8,6,0.9797958971132712
1,14,1,11,9,0,0,0,7.6,25.1,2,2,0,0,0,6.4,19.6,0.5085558108369486,0.497909563117012,0.1272598441137767,0.0980261160036441,False,False,False,False,False,True,False,False,False,False,9,6,1.0198039027185568,8,5,1.0198039027185568
1,19,1,8,5,1,0,1,7.0,21.8,4,5,0,0,0,6.8,20.0,0.5031557523761159,0.5095482585214619,0.10154873975098692,0.13296892398015994,False,False,False,False,False,False,False,False,False,False,8,6,0.6324555320336759,8,5,1.16619037896906
1,15,0,2,2,0,1,0,6.6,18.0,3,1,0,0,0,6.8,21.8,0.5007539596476704,0.4969906141525778,0.08126328575766778,0.07411681344265615,False,False,False,False,False,False,False,False,False,False,8,5,1.0198039027185568,8,6,0.9797958971132712
0,16,0,5,8,0,0,0,6.8,20.6,5,6,0,0,0,7.2,24.1,0.4820715836360564,0.5168357164804716,0.10592165198906774,0.12728008907784188,False,True,False,False,False,False,False,False,False,False,8,6,0.9797958971132712,8,6,0.7483314773547882
0,14,0,7,5,0,0,0,6.6,20.9,9,13,1,0,0,6.8,20.6,0.4871666163803835,0.4605945130846548,0.10158922967911732,0.06154469075817389,False,False,False,False,False,False,False,False,False,False,8,6,0.7999999999999999,8,5,1.16619037896906
1,18,0,6,6,0,0,0,7.0,21.3,8,7,0,0,0,7.0,18.2,0.5028181243700738,0.5096918250183842,0.05399331916185849,0.08725579512096365,False,False,False,False,False,False,False,False,False,False,8,6,0.8944271909999159,9,6,1.2649110640673518
1,22,1,5,2,1,1,0,7.0,21.7,2,1,0,0,0,7.0,21.2,0.4933998234508435,0.5089385534782079,0.0987144447818605,0.10707561494078348,False,False,False,False,False,False,False,False,False,False,8,6,0.8944271909999159,8,6,0.8944271909999159
1,37,1,5,5,0,0,0,7.4,24.8,3,5,1,0,0,7.0,21.0,0.5210637676106238,0.5173622816547859,0.11736005668589936,0.09089988865269764,False,False,False,False,False,False,False,False,False,False,8,7,0.4898979485566356,8,6,0.8944271909999159
0,14,0,3,2,1,0,0,7.0,24.6,3,1,0,0,0,7.2,22.7,0.4854029934261645,0.4960650380593569,0.10586091709687216,0.1359449336977427,False,False,False,False,False,False,True,False,False,False,8,6,0.8944271909999159,8,6,0.9797958971132712
0,16,0,4,4,0,1,0,7.0,22.4,10,11,1,0,0,7.4,20.1,0.5100085843156623,0.5067157153526068,0.10195363903229072,0.13090393764551067,False,False,False,False,False,False,False,False,False,False,8,6,0.8944271909999159,8,7,0.4898979485566357
0,17,1,5,7,1,0,0,6.8,18.1,7,6,0,0,0,7.4,21.8,0.5055073546991247,0.4921112823552013,0.07278064581435369,0.0972972972972973,False,False,False,False,False,False,False,True,False,False,9,6,1.16619037896906,9,6,1.2
1,19,1,10,11,1,0,0,7.2,21.3,6,5,0,0,0,6.8,23.4,0.5137098458910149,0.5040340283154621,0.055774875999595096,0.11677295272800887,False,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,8,5,1.16619037896906
1,29,1,7,5,1,1,0,7.0,22.2,5,4,0,0,0,6.8,24.7,0.4983738316159783,0.5212722547069798,0.09249924081384757,0.12776596821540642,False,True,False,False,False,False,False,False,False,False,8,6,0.8944271909999159,8,6,0.7483314773547882
0,12,0,10,11,0,0,1,7.2,23.6,7,6,1,0,0,6.6,18.2,0.5113447718189732,0.4929805818461202,0.14865877113068124,0.06403482133819212,False,False,False,False,False,False,False,False,False,False,8,7,0.4,8,5,1.2
0,18,0,2,0,0,0,0,6.6,19.1,7,4,1,0,0,6.8,21.8,0.5083229203397729,0.5203653253212964,0.0814050005061241,0.09666970341127644,False,False,False,False,False,False,False,False,False,False,8,6,0.7999999999999999,8,5,1.16619037896906
0,24,0,6,5,0,0,0,7.0,20.8,7,10,1,0,0,6.8,20.7,0.4971240033590714,0.4973347099407519,0.12592367648547426,0.100374531835206,False,False,False,False,False,False,False,False,True,False,8,6,0.6324555320336759,8,5,1.16619037896906
1,18,1,6,4,1,0,0,7.2,22.9,4,5,0,1,0,7.2,23.2,0.5008739612800245,0.5058263498073833,0.16671727907682965,0.14175523838445184,False,False,True,False,False,False,False,False,False,False,9,6,1.16619037896906,8,6,0.7483314773547882
1,122,1,9,10,1,1,0,7.2,22.9,1,1,0,0,0,6.4,23.3,0.5129694945887008,0.4643438297183177,0.05528899686203057,0.0987346897459257,False,False,False,False,False,True,False,False,False,False,8,6,0.9797958971132712,8,5,1.3564659966250536
0,12,0,4,3,1,0,0,6.6,20.3,10,6,0,0,0,7.4,22.4,0.4885622865697332,0.4815877981365054,0.13367749772244153,0.08865269764146169,False,False,False,False,False,False,False,False,False,False,8,5,1.2,9,5,1.3564659966250536
0,52,0,6,7,0,0,0,6.6,18.8,12,11,0,1,1,7.4,24.0,0.5124880282852475,0.4866766259046238,0.09551574045956067,0.09907885413503392,False,False,False,True,False,False,False,False,True,False,8,5,1.0198039027185568,9,7,0.7999999999999999
0,19,0,4,2,0,0,0,7.0,21.0,5,1,0,0,0,7.2,22.7,0.4968332294315758,0.4969323256638864,0.12778621317947164,0.09104160340115396,False,False,False,False,False,False,False,False,False,False,8,6,0.8944271909999159,8,6,0.9797958971132712
0,32,1,7,8,1,0,0,6.8,21.2,8,5,0,1,0,7.0,20.0,0.4776109576209021,0.4887783925172784,0.14361777507844922,0.10741977932989168,False,False,False,False,False,False,True,False,False,False,8,6,0.7483314773547882,8,6,0.8944271909999159
1,14,0,3,3,0,0,0,7.0,23.3,5,6,1,0,0,6.8,23.4,0.4923061838113284,0.4923276364157972,0.09517157607045247,0.12315011640854336,False,False,False,False,False,False,False,False,True,False,8,5,1.095445115010332,8,6,0.9797958971132712
0,19,1,4,4,0,0,0,6.8,19.8,5,5,1,0,0,7.0,24.1,0.4988779507843191,0.4977842160850353,0.08735701994128961,0.08442150015183722,False,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,8,6,0.8944271909999159
0,16,1,9,7,0,1,0,7.0,20.2,8,11,1,0,1,7.0,19.9,0.5105219077778826,0.5019664312101497,0.13979147687012855,0.07772041704625975,False,False,False,False,False,False,False,False,False,False,9,5,1.4142135623730951,8,6,0.6324555320336759
1,36,1,5,6,0,0,0,6.8,20.0,4,3,1,0,0,6.6,18.6,0.5160689223545754,0.4993757566863084,0.11574045956068428,0.09837028039275232,True,False,False,False,False,False,False,False,False,False,8,5,0.9797958971132712,8,6,0.8
0,18,1,8,11,0,0,0,7.0,23.2,2,2,1,0,0,6.6,20.8,0.5105527464302481,0.4782996321352389,0.09851199514120863,0.14572325134122885,True,False,False,True,False,False,False,False,True,False,8,6,0.8944271909999159,8,5,1.0198039027185568
0,13,1,2,1,1,0,0,6.6,20.4,7,7,0,0,0,6.8,19.2,0.478654312188984,0.5127749516046023,0.09201336167628303,0.14661402976009716,False,False,False,False,False,False,False,False,False,False,8,5,1.0198039027185568,8,6,0.9797958971132712
1,15,1,6,4,1,0,0,7.2,24.2,4,3,0,1,0,7.0,20.5,0.4909454872052458,0.4803227304976378,0.14790970746026927,0.08549448324729222,False,False,False,False,False,True,True,False,False,False,8,6,0.7483314773547882,8,6,0.6324555320336759
1,50,1,6,8,1,1,0,6.8,20.0,4,8,0,0,0,6.6,16.9,0.4959795877086546,0.5003849395318422,0.10086041097277053,0.12086243546917705,False,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,7,6,0.4898979485566357
0,14,0,4,1,0,0,0,7.0,22.1,6,5,1,1,0,7.2,22.6,0.5030574362057456,0.5004298454263744,0.13319161858487702,0.10847251746128153,False,False,False,False,False,False,False,False,False,False,9,6,1.095445115010332,8,6,0.9797958971132712
1,17,1,8,7,0,1,0,6.6,21.2,4,5,0,0,0,6.4,18.0,0.5171817363248007,0.5068468825202159,0.1451361473833384,0.095657455208017,False,False,False,False,False,False,False,False,False,False,8,5,1.2,7,6,0.4898979485566356
1,18,0,13,18,1,0,0,7.4,23.2,9,5,0,0,0,7.0,21.6,0.4969133797876406,0.4566767111408882,0.09181091203563116,0.09703411276444984,False,False,False,False,False,False,False,True,False,False,8,7,0.4898979485566357,9,4,1.7888543819998317
0,17,0,7,12,0,0,0,7.2,24.2,6,9,1,1,0,6.8,19.8,0.4810017413520047,0.4998520311705516,0.10201437392448627,0.11976920740965688,False,False,False,False,False,False,False,False,False,True,8,6,0.7483314773547882,8,5,1.16619037896906
0,43,1,11,12,0,1,0,7.4,25.6,4,6,1,0,0,7.2,21.0,0.5005659735314102,0.5161239707520661,0.11355400344164387,0.1047271991092216,False,False,False,False,False,True,False,False,True,False,8,6,0.7999999999999999,8,6,0.9797958971132712
0,12,0,6,10,1,0,0,6.6,20.4,6,3,0,1,0,7.0,24.1,0.5089701340043845,0.5079101982541844,0.07069541451563922,0.10314809191213684,False,False,False,False,False,False,False,False,False,False,7,6,0.4898979485566357,9,5,1.4142135623730951
0,20,0,7,6,0,1,0,7.0,19.9,8,6,1,0,0,6.8,17.8,0.4886401385585487,0.5226777588482711,0.11237979552586293,0.09962546816479402,False,False,False,False,False,False,False,False,True,False,8,6,0.6324555320336759,8,6,0.7483314773547882
1,18,0,9,7,1,0,0,7.0,23.5,8,8,0,0,0,7.0,20.7,0.4950985189241609,0.4831601568988506,0.12821135742484058,0.11323008401660087,False,False,False,False,False,False,False,True,False,False,8,6,0.8944271909999159,8,6,0.6324555320336759
1,16,0,10,14,1,0,0,7.0,20.8,10,16,0,0,0,7.0,21.0,0.4934686820341908,0.4883351803410223,0.058447211256200025,0.14323312076121067,False,False,False,True,False,False,False,False,False,False,8,6,0.8944271909999159,8,6,0.8944271909999159
1,14,0,7,12,1,1,0,7.2,26.1,2,3,0,0,0,6.8,22.0,0.5050830051729658,0.5055032658283617,0.1072173296892398,0.12124708978641564,False,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,8,5,1.16619037896906
0,12,0,1,0,0,0,0,6.8,24.1,6,3,1,0,0,7.0,21.8,0.4901121127376481,0.4956036027374221,0.12408138475554205,0.1524850693390019,False,False,False,False,False,False,False,False,False,False,9,6,1.16619037896906,8,6,0.8944271909999159
1,16,0,5,7,1,0,0,6.6,20.1,8,6,0,0,0,7.2,24.8,0.4961106221790489,0.4899301300046367,0.1369976718291325,0.1496507743698755,False,False,False,False,False,False,False,False,False,False,7,6,0.4898979485566357,8,6,0.7483314773547882
1,15,0,10,12,0,0,0,7.4,23.2,4,4,0,0,0,6.6,24.7,0.5087771951488278,0.5011192146318768,0.09685190808786312,0.10806761817997776,False,False,False,False,False,False,False,False,False,False,8,7,0.4898979485566357,8,5,1.3564659966250536
0,13,0,3,2,1,0,0,6.6,21.0,10,13,0,1,0,7.4,20.0,0.4924922501101582,0.508438309550592,0.07500759186152445,0.13859702399028245,False,False,False,False,True,False,False,False,False,False,8,5,1.2,8,6,0.7999999999999999
0,83,1,7,3,0,0,0,6.4,19.4,11,7,1,0,0,7.2,21.6,0.4797331423206837,0.5023925513705136,0.10339103148091912,0.1241623646118028,False,False,False,False,False,False,True,False,False,False,8,5,1.0198039027185568,9,6,1.16619037896906
0,17,1,3,2,0,0,0,7.2,23.6,5,6,1,1,0,6.8,23.3,0.4987950012650974,0.5250065871402081,0.10411985018726592,0.07037149509059623,False,False,False,False,False,False,False,False,False,False,9,6,1.16619037896906,8,5,1.16619037896906
1,16,1,9,5,0,0,0,7.2,22.3,2,2,1,0,0,6.6,21.3,0.5023708633116837,0.4926387871549748,0.12393967000708572,0.1491041603401154,False,False,False,False,False,False,False,False,False,False,9,6,1.16619037896906,8,6,0.7999999999999999
1,14,1,7,6,0,0,1,7.2,25.7,7,10,1,0,0,6.6,14.5,0.5075347488372934,0.4880925410969166,0.11932381820022273,0.08051422208725577,False,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,7,6,0.4898979485566357
0,14,0,7,10,1,0,0,7.2,20.9,7,7,0,0,0,7.4,25.5,0.4958065800132042,0.5078670423331149,0.10594189695313293,0.1646320477781152,True,False,False,False,False,False,False,False,False,False,8,6,0.9797958971132712,8,7,0.4898979485566356
0,17,0,5,6,0,0,0,7.0,21.3,10,15,1,0,0,7.0,21.4,0.5132956327602343,0.4891222781269639,0.15023787832776594,0.08510982893005366,False,False,False,False,False,False,False,False,False,False,8,6,0.8944271909999159,8,6,0.8944271909999159
1,16,1,5,9,0,0,0,6.8,24.7,4,5,1,0,0,7.0,20.3,0.4974857249061232,0.4914294529941186,0.11758275129061645,0.16347808482639942,False,False,False,False,False,False,False,False,True,False,8,6,0.7483314773547882,8,6,0.8944271909999159
1,40,0,6,10,0,1,0,7.2,25.0,8,11,1,0,0,7.0,18.6,0.512397165659278,0.5079090337611831,0.1485980362384857,0.12831258224516653,False,False,False,True,False,False,False,False,False,False,8,6,0.9797958971132712,8,6,0.8944271909999159
1,16,0,11,11,1,1,0,7.4,24.2,6,9,0,0,0,7.0,20.3,0.4952690011221989,0.5073271939037168,0.13102540742990182,0.09164895232310964,False,True,False,False,False,False,True,False,False,True,9,6,1.0198039027185568,8,5,1.095445115010332
0,16,0,5,4,0,1,0,6.8,22.7,8,11,0,0,0,7.0,18.6,0.4776655885294082,0.5085378305483307,0.119465532948679,0.09733778722542767,False,False,True,False,False,False,True,False,False,True,8,5,1.16619037896906,8,6,0.8944271909999159
0,16,1,6,2,1,0,0,6.6,22.4,8,9,0,0,0,7.0,21.0,0.483878729082051,0.4989235456967691,0.12418260957586802,0.08986739548537301,False,False,True,False,False,False,False,False,False,False,8,5,1.2,8,6,0.8944271909999159
0,14,0,4,4,0,0,0,6.6,20.9,6,7,1,0,0,7.0,23.1,0.5083179841111224,0.5104404160054442,0.07261868610183217,0.12290717683976113,False,False,False,False,False,False,False,False,False,False,8,5,1.2,9,6,1.2649110640673518
0,13,0,6,2,0,0,0,6.6,19.9,7,5,1,1,0,7.0,21.2,0.4979588619502479,0.4955198447852148,0.14835509666970342,0.12306913655228265,False,False,False,False,False,True,False,False,False,False,7,6,0.4898979485566356,8,6,0.8944271909999159
0,18,0,8,7,0,1,0,7.2,25.2,3,2,1,0,0,6.6,22.5,0.5089236657782935,0.4909396066031466,0.19117319566757768,0.10551675270776396,False,False,False,False,False,False,False,False,False,False,9,6,1.16619037896906,8,6,0.7999999999999999
0,24,0,8,9,0,0,0,7.0,22.2,11,13,1,1,0,7.0,21.5,0.504632110302481,0.4830446800194764,0.0898876404494382,0.11574045956068428,False,False,False,False,False,False,False,False,False,True,8,6,0.8944271909999159,8,6,0.6324555320336759
0,12,0,6,8,1,0,0,7.0,24.8,4,4,0,1,0,6.8,20.7,0.4741908060442324,0.5055357973928476,0.15355805243445692,0.10059722643992304,False,False,True,False,True,False,True,False,True,False,8,6,0.8944271909999159,8,5,0.9797958971132712
1,17,0,6,4,0,0,0,6.6,20.0,14,9,1,0,0,7.6,22.7,0.5071646339223362,0.5064886836272947,0.11106387286162568,0.09978742787731552,False,False,False,False,False,False,False,False,False,False,8,5,1.0198039027185568,9,7,0.8
0,19,0,3,1,0,0,0,7.2,23.3,5,7,1,0,0,7.0,21.6,0.5147978157760548,0.514735652854234,0.08816681850389715,0.08877416742585283,True,False,False,False,False,False,False,False,False,False,8,6,0.7483314773547882,8,5,1.095445115010332
1,12,1,9,9,0,0,0,7.0,22.1,5,3,1,1,0,6.8,20.8,0.48890830261201,0.5000139419435743,0.09956473327259843,0.17268954347606033,False,False,False,False,False,False,False,False,False,True,8,6,0.6324555320336759,8,6,0.7483314773547882
