gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalExperience,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redKills,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalExperience,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin,champions,blueChamps,redChamps,bluePredWinrate,redPredWinrate,blueAvgPickrate,redAvgPickrate
4452162573,0,20,3,1,4,6,0,0,0,6.6,16611,28,331,-1585,23.1,1547.4,15,2,4,5,1,0,0,7.2,18196,51,21.6,1514.3,"[497, 59, 268, 85, 202, 21, 875, 80, 412, 245]","[497, 59, 268, 85, 202]","[21, 875, 80, 412, 245]",0.5147108517621964,0.5039281905528142,0.06338698248810608,0.19734790970746027
4453038156,0,33,2,1,11,7,0,1,0,7.0,18507,40,-1505,-635,15.7,1669.5,17,1,11,9,0,0,0,7.0,19142,52,18.8,1820.0,"[235, 157, 516, 76, 523, 134, 99, 517, 164, 60]","[235, 157, 516, 76, 523]","[134, 99, 517, 164, 60]",0.5058999359854157,0.5018312476343234,0.11219759084927623,0.12418260957586802
4515594785,1,18,1,1,7,11,1,0,0,7.4,19102,53,3274,1659,23.8,1786.5,12,1,1,1,0,0,0,6.8,17443,50,24.0,1459.1,"[201, 64, 80, 81, 4, 497, 154, 18, 126, 134]","[201, 64, 80, 81, 4]","[497, 154, 18, 126, 134]",0.4976272401272294,0.48489908790469044,0.13908290312784694,0.09033302965887235
4524924257,0,14,3,0,4,1,0,1,0,6.6,17213,52,-3414,-1141,21.0,1497.9,20,3,9,11,0,0,0,7.2,18354,51,22.9,1839.3,"[11, 555, 18, 14, 161, 24, 29, 3, 267, 67]","[11, 555, 18, 14, 161]","[24, 29, 3, 267, 67]",0.46778157497881523,0.49886405862026295,0.05407429901811924,0.06269865370988967
4516505202,1,15,3,1,4,4,0,0,0,6.8,17896,51,-470,-187,22.4,1572.2,102,1,4,3,0,0,0,7.0,18083,48,24.2,1619.2,"[875, 131, 266, 412, 145, 518, 25, 110, 39, 19]","[875, 131, 266, 412, 145]","[518, 25, 110, 39, 19]",0.4851629228436341,0.468733061128051,0.1714950905962142,0.07089786415629111
4482120064,0,17,1,0,3,3,0,0,0,6.8,16974,53,-1996,-1804,20.9,1501.5,18,3,7,13,0,0,0,7.2,18778,51,23.7,1701.1,"[412, 79, 157, 145, 114, 245, 201, 105, 41, 21]","[412, 79, 157, 145, 114]","[245, 201, 105, 41, 21]",0.48803412374894795,0.496100467020232,0.14371899989877518,0.11365522826196983
4523758462,1,14,1,1,10,8,0,0,0,7.6,20862,56,5228,3378,26.3,1973.3,13,2,2,2,1,0,0,6.8,17484,64,21.0,1450.5,"[134, 516, 421, 110, 412, 69, 59, 57, 18, 235]","[134, 516, 421, 110, 412]","[69, 59, 57, 18, 235]",0.5086269401928567,0.509025111860663,0.14705941896953134,0.10606336673752406
4503636905,0,43,3,0,3,3,0,1,0,6.8,16888,54,-1975,-1345,20.3,1485.2,17,14,7,6,0,0,0,6.8,18233,53,21.8,1682.7,"[420, 81, 20, 350, 131, 40, 266, 145, 91, 35]","[420, 81, 20, 350, 131]","[40, 266, 145, 91, 35]",0.5066881343929174,0.4938809880539665,0.10776394371899989,0.10405911529507035
4486384947,1,21,4,1,5,11,0,0,0,6.8,17378,49,882,512,21.3,1628.2,19,3,4,3,1,1,0,6.6,16866,52,22.8,1540.0,"[121, 223, 427, 235, 245, 81, 27, 68, 497, 64]","[121, 223, 427, 235, 245]","[81, 27, 68, 497, 64]",0.4988028414388944,0.5085276511268605,0.10156898471505213,0.13529709484765667
4457103291,0,11,3,0,5,5,0,0,0,7.0,17924,48,-3155,-2773,18.8,1499.4,15,1,9,9,0,0,0,7.4,20697,56,21.9,1814.9,"[92, 84, 107, 16, 523, 267, 85, 64, 81, 157]","[92, 84, 107, 16, 523]","[267, 85, 64, 81, 157]",0.48558689318245235,0.5028026567585313,0.07873266524951919,0.13918412794817286
4472164226,1,14,3,1,11,15,1,0,0,7.2,19254,45,2526,1625,21.4,1860.6,12,2,6,4,0,0,0,7.0,17629,48,22.5,1608.0,"[99, 20, 238, 115, 157, 21, 8, 875, 33, 117]","[99, 20, 238, 115, 157]","[21, 8, 875, 33, 117]",0.5131484280197051,0.5110693283094514,0.06101832169247899,0.13819212470897863
4445294621,0,13,1,0,4,5,0,0,0,6.8,16945,43,-2835,-2821,20.3,1587.8,15,3,13,14,1,0,0,7.2,19766,45,20.9,1871.3,"[154, 55, 202, 78, 43, 69, 59, 48, 235, 31]","[154, 55, 202, 78, 43]","[69, 59, 48, 235, 31]",0.5091218278310349,0.5121487644417038,0.06435874076323514,0.08893612713837434
4480384157,0,17,2,0,4,3,0,0,0,7.0,17562,56,-1254,-567,23.8,1577.3,16,3,6,10,1,0,0,7.0,18129,60,23.1,1702.7,"[236, 429, 10, 102, 44, 53, 103, 107, 39, 104]","[236, 429, 10, 102, 44]","[53, 103, 107, 39, 104]",0.4985695527618311,0.514467402130799,0.0815872051827108,0.0788743799979755
4520898233,0,78,4,0,4,4,1,1,0,6.8,19219,67,406,1283,23.8,1590.6,15,3,3,3,0,0,0,7.0,17936,64,22.0,1550.0,"[143, 2, 236, 38, 92, 240, 134, 99, 22, 9]","[143, 2, 236, 38, 92]","[240, 134, 99, 22, 9]",0.4968330631397671,0.4894173003199283,0.07336774977224415,0.07073590444376962
4522124566,1,33,3,0,6,10,0,0,0,6.8,17223,45,-1020,493,20.8,1651.5,18,3,9,13,0,0,0,6.6,16730,36,19.7,1753.5,"[145, 62, 432, 7, 240, 40, 131, 64, 246, 82]","[145, 62, 432, 7, 240]","[40, 131, 64, 246, 82]",0.5078782120783774,0.5086553091254162,0.12035631136754732,0.11134730235853832
4523978853,0,17,1,0,4,4,0,0,0,6.2,16047,44,-2472,-1067,20.4,1541.5,19,2,8,13,1,0,0,7.0,17114,36,22.1,1788.7,"[24, 33, 12, 429, 68, 40, 81, 78, 246, 60]","[24, 33, 12, 429, 68]","[40, 81, 78, 246, 60]",0.5140762963323053,0.5256011574794162,0.07834801093228061,0.1252353477072578
4507834811,1,18,1,0,8,9,1,0,0,7.0,17854,44,1260,-55,20.9,1717.8,10,3,6,3,0,0,0,6.8,17909,36,23.3,1591.8,"[78, 131, 119, 64, 89, 203, 236, 114, 38, 350]","[78, 131, 119, 64, 89]","[203, 236, 114, 38, 350]",0.5022704874092478,0.4907025812531245,0.10567871242028545,0.08822755339609271
4501319968,0,19,3,1,7,9,0,0,0,7.0,18982,61,1857,2015,22.8,1722.6,14,4,4,2,1,0,0,6.6,16967,49,20.2,1536.9,"[7, 111, 429, 164, 104, 134, 45, 62, 72, 25]","[7, 111, 429, 164, 104]","[134, 45, 62, 72, 25]",0.49750470062690477,0.507763729593641,0.11956675776900497,0.08739750986941999
4519148589,0,105,5,1,8,13,1,0,0,6.8,17436,53,1320,-413,21.7,1747.4,65,3,6,11,0,0,0,6.8,17849,40,22.3,1615.4,"[83, 131, 145, 62, 412, 69, 53, 236, 98, 121]","[83, 131, 145, 62, 412]","[69, 53, 236, 98, 121]",0.5049671847457581,0.49516488764032884,0.13167324627998786,0.09909909909909911
4484877784,0,18,5,0,3,2,1,0,0,6.8,17974,52,-3282,-1647,23.3,1490.5,18,3,8,12,0,0,0,7.4,19621,52,22.5,1818.7,"[131, 412, 69, 429, 113, 14, 136, 154, 523, 53]","[131, 412, 69, 429, 113]","[14, 136, 154, 523, 53]",0.49858825687038755,0.4942852184542431,0.13244255491446502,0.07276040085028848
4466931235,1,22,7,1,9,10,1,0,0,7.0,18076,40,2883,2111,22.8,1813.2,21,4,4,2,0,0,0,6.2,15965,36,22.7,1524.9,"[238, 518, 15, 40, 60, 89, 110, 10, 141, 157]","[238, 518, 15, 40, 60]","[89, 110, 10, 141, 157]",0.4948479100285949,0.4984237148322287,0.07553396092721935,0.07413705840672133
4524189570,1,17,4,1,5,6,1,1,0,6.8,17406,51,1703,1696,21.8,1605.3,15,2,2,2,0,0,0,6.4,15710,48,20.6,1435.0,"[516, 134, 222, 53, 20, 60, 18, 350, 157, 86]","[516, 134, 222, 53, 20]","[60, 18, 350, 157, 86]",0.5119031578826327,0.49079926847360544,0.07676890373519588,0.09994938758983703
4503380070,0,12,3,0,6,7,0,0,0,6.8,16989,32,608,-85,20.3,1643.8,19,2,4,4,1,0,0,6.8,17074,44,20.6,1583.0,"[238, 163, 54, 235, 223, 14, 115, 68, 104, 523]","[238, 163, 54, 235, 223]","[14, 115, 68, 104, 523]",0.5003834732724194,0.5008226215225984,0.07136349832979047,0.08245773863751392
4497858921,0,15,2,1,5,4,0,0,0,6.8,16355,45,71,-359,20.1,1563.4,14,1,4,4,1,0,0,6.8,16714,38,22.2,1556.3,"[523, 8, 245, 122, 412, 119, 79, 64, 164, 55]","[523, 8, 245, 122, 412]","[119, 79, 64, 164, 55]",0.49482140595431084,0.5105414376277698,0.15005567365117928,0.11798765057192025
4509242024,1,40,2,0,6,4,0,0,0,7.4,19076,56,275,872,20.4,1608.5,15,1,4,5,1,0,0,7.2,18204,62,22.3,1581.0,"[51, 79, 432, 157, 875, 121, 134, 38, 429, 412]","[51, 79, 432, 157, 875]","[121, 134, 38, 429, 412]",0.49674574091607504,0.5021799737760889,0.12944630023281709,0.15392246178763033
4524296550,0,24,3,0,3,6,0,0,0,6.8,17082,52,-809,638,23.5,1498.1,17,2,4,7,1,1,0,6.8,16444,50,21.8,1579.0,"[62, 498, 142, 25, 245, 68, 497, 64, 81, 38]","[62, 498, 142, 25, 245]","[68, 497, 64, 81, 38]",0.5135879936113912,0.51133889610678,0.10013159226642374,0.14467051320983906
4516034199,0,12,4,0,2,2,1,0,0,7.2,19276,84,-2771,-1125,21.7,1542.1,14,2,8,5,0,0,0,7.4,20401,64,23.4,1819.2,"[27, 72, 523, 131, 26, 107, 110, 555, 517, 8]","[27, 72, 523, 131, 26]","[107, 110, 555, 517, 8]",0.49174009809229097,0.4890964139038304,0.07006782062961839,0.11205587610081993
4504386463,0,20,2,1,5,4,0,1,0,6.8,17716,48,-1730,-1236,20.3,1566.5,40,4,6,6,1,0,0,7.0,18952,67,21.4,1739.5,"[114, 134, 429, 64, 17, 81, 268, 85, 2, 432]","[114, 134, 429, 64, 17]","[81, 268, 85, 2, 432]",0.4863390179527413,0.512763262487506,0.13728110132604515,0.11071970847251747
4523799496,0,11,3,0,7,5,0,1,0,7.2,19609,68,-904,1377,23.4,1752.8,18,1,9,9,1,0,0,7.0,18232,40,22.7,1843.2,"[44, 56, 517, 131, 21, 64, 875, 82, 119, 245]","[44, 56, 517, 131, 21]","[64, 875, 82, 119, 245]",0.48999745208657386,0.49735906482223446,0.1110233829334953,0.1608057495697945
4379931850,0,18,2,0,3,3,0,1,0,6.6,16832,48,-1683,-1363,21.3,1503.2,36,3,6,6,1,0,0,7.0,18195,44,23.6,1671.5,"[161, 235, 112, 202, 20, 432, 55, 107, 236, 122]","[161, 235, 112, 202, 20]","[432, 55, 107, 236, 122]",0.5151283147136873,0.5098093354029928,0.06658568681040591,0.09812734082397004
4523858150,0,28,3,0,4,3,0,0,0,6.8,17362,48,-3025,-1833,22.2,1548.3,41,0,11,16,1,0,0,7.2,19195,39,21.3,1850.8,"[121, 350, 142, 429, 17, 81, 29, 518, 516, 432]","[121, 350, 142, 429, 17]","[81, 29, 518, 516, 432]",0.48391210677758867,0.4855050905679981,0.0963862739143638,0.10592165198906774
4459778854,1,36,1,0,10,12,0,0,0,7.4,20118,44,3004,2300,23.1,1922.6,16,2,6,7,0,0,0,7.0,17818,39,18.5,1622.2,"[131, 24, 107, 74, 432, 43, 246, 60, 145, 8]","[131, 24, 107, 74, 432]","[43, 246, 60, 145, 8]",0.5144540642428131,0.5116719225380144,0.09460471707662718,0.11899989877517966
4499523222,1,18,3,0,9,14,1,0,0,6.8,17806,36,1574,761,20.4,1694.5,17,2,6,6,0,0,0,6.8,17045,54,19.4,1537.1,"[429, 60, 55, 21, 37, 35, 523, 412, 10, 58]","[429, 60, 55, 21, 37]","[35, 523, 412, 10, 58]",0.522623374576796,0.4947380140797738,0.13782771535580524,0.11912136855957081
4477029310,1,12,2,1,5,3,0,0,0,6.6,16493,16,-1036,-1423,23.3,1500.0,19,1,5,4,0,0,0,7.0,17916,44,22.1,1603.6,"[117, 96, 16, 61, 39, 32, 74, 89, 41, 4]","[117, 96, 16, 61, 39]","[32, 74, 89, 41, 4]",0.4845796904273566,0.5068776849004027,0.06130175118939164,0.04342544791982994
4525037711,0,18,4,1,3,2,0,1,0,7.4,19090,60,16,433,25.2,1588.8,39,4,4,2,1,0,0,7.0,18657,49,24.3,1587.2,"[18, 62, 63, 127, 60, 432, 8, 121, 81, 516]","[18, 62, 63, 127, 60]","[432, 8, 121, 81, 516]",0.49868325966643623,0.5004351067813256,0.0772547828727604,0.13618787326652498
4459414345,0,41,0,0,1,0,0,0,0,6.4,15498,32,-6386,-4210,18.7,1292.5,12,1,10,6,0,1,1,7.2,19708,56,24.7,1931.1,"[105, 10, 16, 98, 67, 59, 164, 412, 45, 429]","[105, 10, 16, 98, 67]","[59, 164, 412, 45, 429]",0.49028044180140995,0.5032739865724137,0.04992408138475554,0.12944630023281709
4505664040,1,14,4,1,11,9,0,0,0,7.6,19703,48,5096,3310,25.1,1925.0,15,3,2,2,0,0,0,6.4,16393,53,19.6,1415.4,"[875, 246, 236, 245, 201, 112, 145, 267, 421, 114]","[875, 246, 236, 245, 201]","[112, 145, 267, 421, 114]",0.5085558108369486,0.49790956311701196,0.1272598441137767,0.0980261160036441
4439587692,1,19,1,1,8,5,1,0,1,7.0,18790,54,2756,1683,21.8,1835.5,13,5,4,5,0,0,0,6.8,17107,57,20.0,1559.9,"[64, 120, 101, 3, 523, 236, 245, 40, 133, 21]","[64, 120, 101, 3, 523]","[236, 245, 40, 133, 21]",0.5031557523761159,0.5095482585214619,0.10154873975098692,0.13296892398015994
4508000311,1,15,2,0,2,2,0,1,0,6.6,16429,44,-977,-1025,18.0,1397.8,12,4,3,1,0,0,0,6.8,17454,56,21.8,1495.5,"[90, 235, 48, 79, 114, 497, 516, 268, 51, 121]","[90, 235, 48, 79, 114]","[497, 516, 268, 51, 121]",0.5007539596476704,0.4969906141525778,0.08126328575766778,0.07411681344265615
4513365614,0,16,1,0,5,8,0,0,0,6.8,17366,56,-808,-1655,20.6,1585.1,38,6,5,6,0,0,0,7.2,19021,44,24.1,1665.9,"[164, 555, 56, 81, 61, 432, 62, 58, 245, 51]","[164, 555, 56, 81, 61]","[432, 62, 58, 245, 51]",0.4820715836360564,0.5168357164804716,0.10592165198906774,0.12728008907784188
4473252742,0,14,0,0,7,5,0,0,0,6.6,17408,50,-1559,-407,20.9,1647.4,22,4,9,13,1,0,0,6.8,17815,53,20.6,1803.3,"[126, 38, 80, 107, 875, 523, 142, 16, 518, 11]","[126, 38, 80, 107, 875]","[523, 142, 16, 518, 11]",0.4871666163803835,0.4605945130846548,0.10158922967911732,0.06154469075817389
4438138890,1,18,0,0,6,6,0,0,0,7.0,18284,49,544,75,21.3,1659.0,12,1,8,7,0,0,0,7.0,18209,44,18.2,1604.6,"[427, 55, 13, 117, 96, 67, 164, 350, 131, 238]","[427, 55, 13, 117, 96]","[67, 164, 350, 131, 238]",0.5028181243700738,0.5096918250183842,0.05399331916185849,0.08725579512096365
4467008289,1,22,4,1,5,2,1,1,0,7.0,18634,53,1381,1017,21.7,1573.7,16,3,2,1,0,0,0,7.0,17617,60,21.2,1435.6,"[67, 126, 64, 4, 497, 40, 235, 68, 8, 236]","[67, 126, 64, 4, 497]","[40, 235, 68, 8, 236]",0.4933998234508435,0.508938553478208,0.0987144447818605,0.10707561494078348
4492625917,1,37,2,1,5,5,0,0,0,7.4,19634,54,2031,1449,24.8,1699.0,15,1,3,5,1,0,0,7.0,18185,68,21.0,1495.9,"[85, 2, 81, 432, 38, 102, 69, 92, 235, 43]","[85, 2, 81, 432, 38]","[102, 69, 92, 235, 43]",0.5210637676106238,0.5173622816547859,0.11736005668589937,0.09089988865269764
4502901044,0,14,4,0,3,2,1,0,0,7.0,19210,56,131,370,24.6,1529.7,20,2,3,1,0,0,0,7.2,18840,64,22.7,1516.6,"[201, 104, 8, 39, 523, 350, 81, 107, 427, 134]","[201, 104, 8, 39, 523]","[350, 81, 107, 427, 134]",0.48540299342616444,0.49606503805935687,0.10586091709687215,0.1359449336977427
4467732013,0,16,2,0,4,4,0,1,0,7.0,17696,53,-2699,-2749,22.4,1565.1,30,2,10,11,1,0,0,7.4,20445,54,20.1,1835.0,"[21, 59, 67, 68, 201, 131, 555, 875, 76, 235]","[21, 59, 67, 68, 201]","[131, 555, 875, 76, 235]",0.5100085843156623,0.5067157153526068,0.10195363903229071,0.13090393764551067
4514402510,0,17,0,1,5,7,1,0,0,6.8,16746,63,-1672,-2698,18.1,1558.7,14,0,7,6,0,0,0,7.4,19444,76,21.8,1725.9,"[42, 117, 421, 67, 54, 18, 39, 30, 235, 201]","[42, 117, 421, 67, 54]","[18, 39, 30, 235, 201]",0.5055073546991247,0.4921112823552013,0.07278064581435369,0.0972972972972973
4521277262,1,19,3,1,10,11,1,0,0,7.2,18131,42,1201,316,21.3,1777.7,18,4,6,5,0,0,0,6.8,17815,44,23.4,1657.6,"[92, 26, 22, 55, 203, 421, 516, 412, 99, 110]","[92, 26, 22, 55, 203]","[421, 516, 412, 99, 110]",0.5137098458910149,0.5040340283154621,0.055774875999595096,0.11677295272800889
4521752962,1,29,3,1,7,5,1,1,0,7.0,18407,55,-108,59,22.2,1642.6,14,4,5,4,0,0,0,6.8,18348,44,24.7,1653.4,"[429, 79, 26, 142, 92, 69, 498, 497, 64, 62]","[429, 79, 26, 142, 92]","[69, 498, 497, 64, 62]",0.49837383161597826,0.5212722547069798,0.09249924081384756,0.12776596821540642
4514070165,0,12,0,0,10,11,0,0,1,7.2,19575,58,4633,2269,23.6,2027.8,20,1,7,6,1,0,0,6.6,17306,45,18.2,1564.5,"[13, 245, 21, 120, 412, 235, 45, 113, 17, 238]","[13, 245, 21, 120, 412]","[235, 45, 113, 17, 238]",0.5113447718189732,0.4929805818461202,0.14865877113068124,0.06403482133819213
4525056568,0,18,4,0,2,0,0,0,0,6.6,16437,62,-2262,-1391,19.1,1379.1,18,3,7,4,1,0,0,6.8,17828,48,21.8,1605.3,"[421, 115, 10, 53, 110, 5, 80, 134, 55, 40]","[421, 115, 10, 53, 110]","[5, 80, 134, 55, 40]",0.5083229203397729,0.5203653253212964,0.0814050005061241,0.09666970341127644
4521255103,0,24,3,0,6,5,0,0,0,7.0,17667,70,-49,500,20.8,1650.5,17,2,7,10,1,0,0,6.8,17167,45,20.7,1655.4,"[21, 266, 89, 517, 76, 90, 117, 150, 236, 64]","[21, 266, 89, 517, 76]","[90, 117, 150, 236, 64]",0.4971240033590714,0.4973347099407519,0.12592367648547423,0.10037453183520599
4510728488,1,18,2,1,6,4,1,0,0,7.2,19610,54,1687,1089,22.9,1727.7,36,3,4,5,0,1,0,7.2,18521,56,23.2,1559.0,"[134, 59, 875, 111, 235, 432, 58, 121, 142, 81]","[134, 59, 875, 111, 235]","[432, 58, 121, 142, 81]",0.5008739612800245,0.5058263498073833,0.16671727907682965,0.14175523838445186
4516919746,1,122,3,1,9,10,1,1,0,7.2,19659,68,3933,2922,22.9,1826.9,14,3,1,1,0,0,0,6.4,16737,40,23.3,1433.6,"[117, 23, 161, 19, 67, 34, 145, 134, 41, 35]","[117, 23, 161, 19, 67]","[34, 145, 134, 41, 35]",0.5129694945887008,0.4643438297183177,0.05528899686203057,0.0987346897459257
4499868617,0,12,4,0,4,3,1,0,0,6.6,15959,41,-4061,-4397,20.3,1416.6,16,2,10,6,0,0,0,7.4,20356,72,22.4,1822.7,"[57, 64, 412, 518, 67, 235, 266, 126, 223, 30]","[57, 64, 412, 518, 67]","[235, 266, 126, 223, 30]",0.4885622865697332,0.4815877981365054,0.13367749772244153,0.08865269764146169
4514234813,0,52,2,0,6,7,0,0,0,6.6,16280,42,-4920,-3280,18.8,1545.6,15,1,12,11,0,1,1,7.4,19560,62,24.0,2037.6,"[432, 498, 76, 38, 517, 104, 82, 111, 115, 157]","[432, 498, 76, 38, 517]","[104, 82, 111, 115, 157]",0.5124880282852475,0.4866766259046238,0.09551574045956068,0.09907885413503391
4513591449,0,19,2,0,4,2,0,0,0,7.0,17773,52,-1705,-1839,21.0,1518.0,11,4,5,1,0,0,0,7.2,19612,62,22.7,1688.5,"[412, 18, 96, 64, 164, 44, 235, 236, 122, 113]","[412, 18, 96, 64, 164]","[44, 235, 236, 122, 113]",0.49683322943157576,0.4969323256638864,0.12778621317947164,0.09104160340115396
4471416203,0,32,4,1,7,8,1,0,0,6.8,16814,46,105,-1547,21.2,1617.9,24,5,8,5,0,1,0,7.0,18361,42,20.0,1607.4,"[110, 81, 39, 555, 79, 60, 126, 40, 523, 142]","[110, 81, 39, 555, 79]","[60, 126, 40, 523, 142]",0.477610957620902,0.48877839251727834,0.14361777507844922,0.10741977932989169
4521227315,1,14,0,0,3,3,0,0,0,7.0,18490,57,-554,521,23.3,1602.6,11,1,5,6,1,0,0,6.8,17969,44,23.4,1658.0,"[235, 14, 517, 223, 131, 42, 201, 245, 80, 81]","[235, 14, 517, 223, 131]","[42, 201, 245, 80, 81]",0.4923061838113284,0.4923276364157972,0.09517157607045248,0.12315011640854338
4424144387,0,19,5,1,4,4,0,0,0,6.8,17145,53,-1037,-1577,19.8,1485.0,18,4,5,5,1,0,0,7.0,18722,44,24.1,1588.7,"[18, 117, 79, 131, 164, 134, 121, 201, 516, 96]","[18, 117, 79, 131, 164]","[134, 121, 201, 516, 96]",0.49887795078431907,0.4977842160850353,0.08735701994128961,0.08442150015183722
4517806218,0,16,2,1,9,7,0,1,0,7.0,18573,62,-1144,480,20.2,1734.7,13,5,8,11,1,0,1,7.0,18093,45,19.9,1849.1,"[134, 235, 121, 31, 875, 80, 30, 63, 51, 266]","[134, 235, 121, 31, 875]","[80, 30, 63, 51, 266]",0.5105219077778826,0.5019664312101497,0.13979147687012855,0.07772041704625975
4479974478,1,36,0,1,5,6,0,0,0,6.8,17591,32,1173,953,20.0,1588.7,12,1,4,3,1,0,0,6.6,16638,63,18.6,1471.4,"[24, 432, 62, 60, 15, 113, 497, 157, 41, 134]","[24, 432, 62, 60, 15]","[113, 497, 157, 41, 134]",0.5160689223545754,0.4993757566863084,0.11574045956068428,0.09837028039275231
4423018162,0,18,2,1,8,11,0,0,0,7.0,19449,44,3194,2534,23.2,1739.9,13,3,2,2,1,0,0,6.6,16915,51,20.8,1420.5,"[113, 517, 246, 350, 62, 38, 64, 111, 523, 266]","[113, 517, 246, 350, 62]","[38, 64, 111, 523, 266]",0.510552746430248,0.4782996321352389,0.09851199514120863,0.14572325134122885
4518401885,0,13,3,1,2,1,1,0,0,6.6,16629,38,-2622,-1136,20.4,1382.8,12,0,7,7,0,0,0,6.8,17765,36,19.2,1645.0,"[8, 126, 21, 223, 203, 235, 134, 55, 64, 122]","[8, 126, 21, 223, 203]","[235, 134, 55, 64, 122]",0.478654312188984,0.5127749516046023,0.09201336167628302,0.14661402976009716
